seguros_id,FECHAFK,RAMO,SEGMENTO_RAMO,COMPANIA_ORIGINA,COMPANIA,M_SINIESTROS_INCURRIDOS,M_PRIMAS_DEVENGADAS,M_PRIMAS_EMITIDAS,M_RESULTADO_TECNICO,M_GASTOS_ADMINISTRATIVOS_Y_DE
254,20190901,Vida Grupo,Vida,CHUBB,CHUBB,388.05,-5809.637,3111.759,614079.213,-120977.118
255,20190901,Accidentes personales,Vida,CHUBB,CHUBB,1168.178,1790.104,7722.049,130753.897,91934.442
256,20190901,Total ramos de personas,Vida,CHUBB,CHUBB,1595.018,-3984.051,10858.888,742996.309,-1987685.35
257,20190901,Exequias,Vida,CHUBB,CHUBB,38.791,35.482,25.08,-1836.801,1085.448
258,20191001,Accidentes personales,Vida,CHUBB,CHUBB,608.929,6368.701,12937.186,287685.532,190755.382
259,20191001,Total ramos de personas,Vida,CHUBB,CHUBB,1519.062,9993.128,16356.258,-1333920.325,2260900.405
260,20191001,Vida Grupo,Vida,CHUBB,CHUBB,885.961,3542.195,3309.632,-136313.367,108325.252
261,20191001,Exequias,Vida,CHUBB,CHUBB,24.172,82.231,109.44,1555.327,2091.649
262,20191101,Exequias,Vida,CHUBB,CHUBB,9.894,36.707,24.836,967.918,1203.716
263,20191101,Accidentes personales,Vida,CHUBB,CHUBB,1029.825,7207.021,15190.746,114162.552,238759.92
264,20191101,Vida Grupo,Vida,CHUBB,CHUBB,819.245,5847.739,8616.105,-258631.429,-756001.12
265,20191101,Total ramos de personas,Vida,CHUBB,CHUBB,1858.964,13091.467,23831.687,1683186.66,418587.163
266,20191201,Vida Grupo,Vida,CHUBB,CHUBB,1448.767,1392.05,3882.653,-13748.949,984934.702
267,20191201,Accidentes personales,Vida,CHUBB,CHUBB,386.854,5758.404,11408.167,318725.012,-1725561.17
268,20191201,Exequias,Vida,CHUBB,CHUBB,14.191,66.754,47.558,2634.035,1624.333
269,20191201,Total ramos de personas,Vida,CHUBB,CHUBB,1849.812,7217.207,15338.378,-32229.704,-2585227.521
270,20200101,Vida Grupo,Vida,CHUBB,CHUBB,1006.813,3722.598,3914.496,80716.226,5004.542
271,20200101,Exequias,Vida,CHUBB,CHUBB,49.879,63.248,53.705,-1286.792,1373.567
272,20200101,Total ramos de personas,Vida,CHUBB,CHUBB,2215.482,8562.588,8267.83,86723.521,26244.498
273,20200101,Accidentes personales,Vida,CHUBB,CHUBB,1158.791,4776.742,4299.629,7294.086,211025.994
274,20200201,Accidentes personales,Vida,CHUBB,CHUBB,1131.63,3962.913,6952.439,-21617.985,280699.191
275,20200201,Total ramos de personas,Vida,CHUBB,CHUBB,2392.416,6946.22,10264.662,-276676.429,584947.04
276,20200201,Exequias,Vida,CHUBB,CHUBB,19.007,64.161,166.334,-473.861,1818.674
277,20200201,Vida Grupo,Vida,CHUBB,CHUBB,1241.778,2919.146,3145.889,-125669.491,111269.571
278,20200301,Total ramos de personas,Vida,CHUBB,CHUBB,2603.097,10590.833,20740.837,341750.709,302461.756
279,20200301,Exequias,Vida,CHUBB,CHUBB,41.275,71.655,59.003,-439.643,1640.431
280,20200301,Vida Grupo,Vida,CHUBB,CHUBB,1405.514,3568.136,3777.293,45088.238,59650.512
281,20200301,Accidentes personales,Vida,CHUBB,CHUBB,1156.308,6951.042,16904.54,166972.266,241170.812
282,20200401,Exequias,Vida,CHUBB,CHUBB,28.821,37.997,19.723,-1003.667,1447.451
283,20200401,Total ramos de personas,Vida,CHUBB,CHUBB,-1002.432,6434.614,10583.742,177516.984,291324.901
284,20200401,Accidentes personales,Vida,CHUBB,CHUBB,570.627,4388.692,10190.074,5630.136,236904.26
285,20200401,Vida Grupo,Vida,CHUBB,CHUBB,-1601.88,2007.925,373.945,174105.272,52973.19
286,20200501,Total ramos de personas,Vida,CHUBB,CHUBB,1053.186,6441.603,9566.423,27254.791,138956.486
287,20200501,Exequias,Vida,CHUBB,CHUBB,33.041,44.337,25.498,-625.019,833.124
288,20200501,Vida Grupo,Vida,CHUBB,CHUBB,394.172,2714.813,942.292,95737.468,24683.088
289,20200501,Accidentes personales,Vida,CHUBB,CHUBB,625.973,3682.453,8598.634,-67857.658,113440.275
290,20200601,Vida Grupo,Vida,CHUBB,CHUBB,445.284,2703.213,3007.204,49128.261,47646.059
291,20200601,Accidentes personales,Vida,CHUBB,CHUBB,862.931,1960.027,2891.257,-91553.126,-1070371.56
292,20200601,Total ramos de personas,Vida,CHUBB,CHUBB,1358.836,4697.34,5954.746,-158080.981,252656.228
293,20200601,Exequias,Vida,CHUBB,CHUBB,50.621,34.1,56.286,-3560.3,1353.508
294,20200701,Vida Grupo,Vida,CHUBB,CHUBB,990.172,3021.323,2584.427,12756.173,-266238.605
295,20200701,Accidentes personales,Vida,CHUBB,CHUBB,545.762,3680.435,7006.557,-1788.762,2157.477
296,20200701,Exequias,Vida,CHUBB,CHUBB,34.126,52.988,64.405,-944.67,1371.641
297,20200701,Total ramos de personas,Vida,CHUBB,CHUBB,1570.059,6754.746,9655.39,-167064.687,-1410354.221
298,20200801,Accidentes personales,Vida,CHUBB,CHUBB,137.502,6069.959,6771.221,1640.495,1955.701
299,20200801,Exequias,Vida,CHUBB,CHUBB,24.334,78.091,55.056,2619.929,1259.25
300,20200801,Vida Grupo,Vida,CHUBB,CHUBB,226.721,3583.589,5474.879,117781.235,4503.564
301,20200801,Total ramos de personas,Vida,CHUBB,CHUBB,388.558,9731.638,12301.156,284450.674,1917995.184
302,20200901,Vida Grupo,Vida,CHUBB,CHUBB,1456.94,3483.987,7514.624,3986.015,406706.01
303,20200901,Accidentes personales,Vida,CHUBB,CHUBB,142.274,4362.486,5857.974,345.042,2236.723
304,20200901,Total ramos de personas,Vida,CHUBB,CHUBB,1655.454,7903.473,13425.597,36298.907,-1866171.507
305,20200901,Exequias,Vida,CHUBB,CHUBB,56.239,56.999,52.999,4923.494,1420.798
306,20201001,Total ramos de personas,Vida,CHUBB,CHUBB,6156.844,7466.24,10989.888,-472312.055,2393094.087
307,20201001,Vida Grupo,Vida,CHUBB,CHUBB,6328.742,3419.275,4295.959,-516800.231,44589.824
308,20201001,Exequias,Vida,CHUBB,CHUBB,-20.301,77.545,82.327,-185.332,1285.335
309,20201001,Accidentes personales,Vida,CHUBB,CHUBB,-151.596,3969.421,6611.602,375.587,2046.756
310,20201101,Total ramos de personas,Vida,CHUBB,CHUBB,-4352.434,9749.896,19121.231,391032.229,-2347598.375
311,20201101,Vida Grupo,Vida,CHUBB,CHUBB,-5043.209,3452.281,5141.093,461885.276,40698.006
312,20201101,Accidentes personales,Vida,CHUBB,CHUBB,576.749,6239.956,13934.274,-624.217,1625.598
313,20201101,Exequias,Vida,CHUBB,CHUBB,114.027,57.658,45.865,-8431.302,1148.513
314,20201201,Accidentes personales,Vida,CHUBB,CHUBB,367.301,2732.994,4221.206,-1393.792,3479.929
315,20201201,Total ramos de personas,Vida,CHUBB,CHUBB,1957.599,6152.502,9484.541,-212446.482,42453.444
316,20201201,Exequias,Vida,CHUBB,CHUBB,57.359,57.654,50.514,-2620.016,-14781.833
317,20201201,Vida Grupo,Vida,CHUBB,CHUBB,1532.938,3361.854,5212.82,-70447.313,74447.977
318,20210101,Accidentes personales,Vida,CHUBB,CHUBB,645.813,4607.073,9015.331,119.817,2062.999
319,20210101,Vida Grupo,Vida,CHUBB,CHUBB,1002.624,3003.501,2841.824,-15314.233,47829.787
320,20210101,Exequias,Vida,CHUBB,CHUBB,41.325,42.399,38.939,-1981.517,1349.996
321,20210101,Total ramos de personas,Vida,CHUBB,CHUBB,1689.762,7652.973,11896.094,-5314.041,255479.687
322,20210201,Accidentes personales,Vida,CHUBB,CHUBB,733.677,4886.207,7561.197,-605.475,2521.849
323,20210201,Vida Grupo,Vida,CHUBB,CHUBB,1521.78,2825.064,1306.875,-58227.274,55306.356
324,20210201,Exequias,Vida,CHUBB,CHUBB,18.661,30.108,28.142,-1072.45,1571.166
325,20210201,Total ramos de personas,Vida,CHUBB,CHUBB,2274.117,7741.379,8896.213,-119847.262,309062.394
326,20210301,Exequias,Vida,CHUBB,CHUBB,21.64,37.258,48.638,-935.719,1493.68
327,20210301,Accidentes personales,Vida,CHUBB,CHUBB,775.844,6767.716,15436.741,1174.899,2175.22
328,20210301,Total ramos de personas,Vida,CHUBB,CHUBB,2446.052,10213.583,21599.531,72523.557,270646.514
329,20210301,Vida Grupo,Vida,CHUBB,CHUBB,1648.567,3408.61,6114.151,61784.286,51630.829
330,20210401,Vida Grupo,Vida,CHUBB,CHUBB,1355.458,3099.086,2073.564,-114304.181,57345.996
331,20210401,Exequias,Vida,CHUBB,CHUBB,19.066,52.538,35.362,946.309,1601.892
332,20210401,Accidentes personales,Vida,CHUBB,CHUBB,417.38,2695.448,3263.753,-456.488,2567.777
333,20210401,Total ramos de personas,Vida,CHUBB,CHUBB,1791.904,5847.072,5372.679,-53191.78,315725.594
334,20210501,Total ramos de personas,Vida,CHUBB,CHUBB,1307.411,8972.862,9383.693,94045.765,307910.807
335,20210501,Accidentes personales,Vida,CHUBB,CHUBB,268.605,4792.88,6424.123,86.23,2502.546
336,20210501,Vida Grupo,Vida,CHUBB,CHUBB,1005.51,4143.038,2919.016,-18529.351,56087.21
337,20210501,Exequias,Vida,CHUBB,CHUBB,33.296,36.943,40.554,-2101.825,1568.975
338,20210601,Accidentes personales,Vida,CHUBB,CHUBB,530.963,3591.242,6355.731,-493.118,2291.013
339,20210601,Total ramos de personas,Vida,CHUBB,CHUBB,1604.005,7436.219,8852.063,-179140.317,275090.162
340,20210601,Exequias,Vida,CHUBB,CHUBB,17.516,34.903,35.397,-198.38,1356.299
341,20210601,Vida Grupo,Vida,CHUBB,CHUBB,1055.526,3810.073,2460.935,-23576.236,44632.586
342,20210701,Accidentes personales,Vida,CHUBB,CHUBB,518.682,4310.237,7547.914,-403.176,2726.438
343,20210701,Exequias,Vida,CHUBB,CHUBB,14.85,38.961,48.959,-68.485,1618.426
344,20210701,Total ramos de personas,Vida,CHUBB,CHUBB,3088.097,8442.757,10720.357,-208545.138,330782.179
345,20210701,Vida Grupo,Vida,CHUBB,CHUBB,2554.565,4093.559,3123.485,-168159.105,56519.941
346,20210801,Accidentes personales,Vida,CHUBB,CHUBB,548.177,3493.297,5071.562,-2904.966,3231.925
347,20210801,Exequias,Vida,CHUBB,CHUBB,43.164,34.6,24.732,5324.75874,-10434.91628
348,20210801,Total ramos de personas,Vida,CHUBB,CHUBB,2107.08,7599.913,8074.764,391622.03119,-2040099.7284900001
349,20210801,Vida Grupo,Vida,CHUBB,CHUBB,1515.739,4072.017,2978.47,332048.49457,-364960.38101
350,20210901,Exequias,Vida,CHUBB,CHUBB,184.535,30.562,36.671,-174.98666999999998,14.348950000000011
351,20210901,Vida Grupo,Vida,CHUBB,CHUBB,2248.679,3937.356,3100.234,-1481.21737,492.8153300000001
352,20210901,Total ramos de personas,Vida,CHUBB,CHUBB,3319.4,7929.199,10616.432,-2308.0645200000004,2671.0127999999972
353,20210901,Accidentes personales,Vida,CHUBB,CHUBB,886.185,3961.281,7479.526,-651.861,2163.848
354,20211001,Accidentes personales,Vida,CHUBB,CHUBB,666.904,4179.581,8429.418,-1142.031,2853.495
355,20211001,Total ramos de personas,Vida,CHUBB,CHUBB,1392.089,6116.16,11755.588,-2305.034449999999,3529.31834
356,20211001,Vida Grupo,Vida,CHUBB,CHUBB,748.034,2004.042,2645.328,-1074.93988,656.4047099999999
357,20211001,Exequias,Vida,CHUBB,CHUBB,-22.848,-67.463,680.841,-88.06291000000003,19.419119999999996
358,20211101,Vida Grupo,Vida,CHUBB,CHUBB,675.332,3328.202,2802.785,738.2037699999995,607.8880699999994
359,20211101,Total ramos de personas,Vida,CHUBB,CHUBB,1184.413,7434.192,11870.286,-94.44044000000135,3379.277620000005
360,20211101,Accidentes personales,Vida,CHUBB,CHUBB,469.795,4042.839,8199.532,-771.349,2754.377
361,20211101,Exequias,Vida,CHUBB,CHUBB,39.287,63.15,867.97,-61.29566999999999,17.011899999999994
362,20211201,Total ramos de personas,Vida,CHUBB,CHUBB,2026.366,7221.592,17584.392,-3207.54183,5087.3951899999975
363,20211201,Vida Grupo,Vida,CHUBB,CHUBB,1471.608,2689.05,4644.927,-1422.9970099999998,1082.589880000001
364,20211201,Accidentes personales,Vida,CHUBB,CHUBB,539.491,4527.138,12112.477,-1673.563,3974.21
365,20211201,Exequias,Vida,CHUBB,CHUBB,15.265,5.405,826.989,-110.98197999999998,30.595579999999988
366,20181101,Total ramos de personas,Vida,CARDIF,CARDIF,5709.876,31116.807,12255.726,324271.684,372977.18
367,20181101,Vida Grupo,Vida,CARDIF,CARDIF,3755.811,14406.847,6250.011,87484.599,177827.58
368,20181101,Accidentes personales,Vida,CARDIF,CARDIF,1954.065,16709.96,6005.715,236787.085,195149.599
369,20181201,Vida Grupo,Vida,CARDIF,CARDIF,5190.747,14575.193,5966.42,466030.768,-371550.76
370,20181201,Total ramos de personas,Vida,CARDIF,CARDIF,7863.374,31745.813,11864.176,858105.169,-593807.117
371,20181201,Accidentes personales,Vida,CARDIF,CARDIF,2672.627,17170.619,5897.756,392074.401,-1091589.46
372,20190101,Total ramos de personas,Vida,CARDIF,CARDIF,6639.457,31104.287,11126.867,81820.628,364254.503
373,20190101,Accidentes personales,Vida,CARDIF,CARDIF,3166.551,16304.942,5218.486,206178.264,116759.247
374,20190101,Vida Grupo,Vida,CARDIF,CARDIF,3472.906,14799.345,5908.381,-124357.636,247495.256
375,20190201,Accidentes personales,Vida,CARDIF,CARDIF,1395.557,16910.382,7332.314,267914.769,165831.479
376,20190201,Vida Grupo,Vida,CARDIF,CARDIF,3686.979,13890.806,4510.625,-171603.458,243219.916
377,20190201,Total ramos de personas,Vida,CARDIF,CARDIF,5082.537,30801.187,11842.939,96311.31,409051.395
378,20190301,Vida Grupo,Vida,CARDIF,CARDIF,4561.554,13901.646,5469.046,-262486.293,-412708.489
379,20190301,Total ramos de personas,Vida,CARDIF,CARDIF,7818.105,32966.048,13405.793,-115563.432,460024.489
380,20190301,Accidentes personales,Vida,CARDIF,CARDIF,3256.552,19064.401,7936.747,146922.859,170672.832
381,20190401,Accidentes personales,Vida,CARDIF,CARDIF,4034.571,18565.567,6604.219,109270.084,172194.1
382,20190401,Vida Grupo,Vida,CARDIF,CARDIF,3105.452,13504.552,4402.864,-153922.767,29850.826
383,20190401,Total ramos de personas,Vida,CARDIF,CARDIF,7140.023,32070.119,11007.084,-44652.684,470702.36
384,20190501,Vida Grupo,Vida,CARDIF,CARDIF,5238.865,13815.773,5710.438,-236639.381,1279252.339
385,20190501,Total ramos de personas,Vida,CARDIF,CARDIF,7479.819,31277.177,11859.456,14209.05,465668.264
386,20190501,Accidentes personales,Vida,CARDIF,CARDIF,2240.954,17461.404,6149.019,250848.43,157133.505
387,20190601,Vida Grupo,Vida,CARDIF,CARDIF,3984.079,14524.093,6150.076,-331547.336,344926.983
388,20190601,Total ramos de personas,Vida,CARDIF,CARDIF,7161.605,31659.369,12840.267,-37466.955,520370.488
389,20190601,Accidentes personales,Vida,CARDIF,CARDIF,3177.526,17135.276,6690.19,246001.635,175443.505
390,20190701,Accidentes personales,Vida,CARDIF,CARDIF,2162.922,18413.874,7349.501,412650.547,151077.224
391,20190701,Total ramos de personas,Vida,CARDIF,CARDIF,5239.676,35900.448,13467.465,311862.914,-2657968.611
392,20190701,Vida Grupo,Vida,CARDIF,CARDIF,3076.755,17486.574,6117.965,-52708.887,369140.078
393,20190801,Total ramos de personas,Vida,CARDIF,CARDIF,7207.434,35814.454,13437.627,140283.018,3713575.564
394,20190801,Accidentes personales,Vida,CARDIF,CARDIF,2773.198,20635.99,7510.0,423600.885,197624.474
395,20190801,Vida Grupo,Vida,CARDIF,CARDIF,4434.235,15178.464,5927.627,-283317.866,337765.177
396,20190901,Accidentes personales,Vida,CARDIF,CARDIF,2781.907,21795.279,8071.859,361430.06,153959.285
397,20190901,Vida Grupo,Vida,CARDIF,CARDIF,4808.245,15641.732,6023.786,-346965.065,206395.597
398,20190901,Total ramos de personas,Vida,CARDIF,CARDIF,7590.152,37437.011,14095.645,14464.995,360354.883
399,20191001,Vida Grupo,Vida,CARDIF,CARDIF,2659.911,16463.519,5734.755,6981.228,255853.371
400,20191001,Total ramos de personas,Vida,CARDIF,CARDIF,6458.288,38940.673,14593.333,-392847.085,445559.924
401,20191001,Accidentes personales,Vida,CARDIF,CARDIF,3798.377,22477.154,8858.577,215967.519,189706.554
402,20191101,Accidentes personales,Vida,CARDIF,CARDIF,2999.774,22217.15,11819.934,333847.596,259446.34
403,20191101,Total ramos de personas,Vida,CARDIF,CARDIF,7355.971,39483.341,18711.105,675782.926,645924.653
404,20191101,Vida Grupo,Vida,CARDIF,CARDIF,4356.197,17266.191,6891.171,-273860.502,386478.313
405,20191201,Accidentes personales,Vida,CARDIF,CARDIF,3005.974,23697.825,14569.848,107445.678,455803.713
406,20191201,Vida Grupo,Vida,CARDIF,CARDIF,3255.923,18075.273,6475.448,-320358.262,656051.649
407,20191201,Total ramos de personas,Vida,CARDIF,CARDIF,6261.897,41773.098,21045.295,-212912.584,1111855.362
408,20200101,Vida Grupo,Vida,CARDIF,CARDIF,3281.271,17760.694,5871.844,238079.496,84960.939
409,20200101,Total ramos de personas,Vida,CARDIF,CARDIF,5750.09,42942.586,20776.14,364560.856,457635.921
410,20200101,Accidentes personales,Vida,CARDIF,CARDIF,2468.819,25181.892,14904.296,12648.136,372674.982
411,20200201,Total ramos de personas,Vida,CARDIF,CARDIF,9739.948,46097.033,18641.91,181793.979,1153154.61
412,20200201,Vida Grupo,Vida,CARDIF,CARDIF,6806.238,18704.42,5630.788,-154412.219,348060.44
413,20200201,Accidentes personales,Vida,CARDIF,CARDIF,2933.71,27392.613,13011.123,450039.423,805094.17
414,20200301,Accidentes personales,Vida,CARDIF,CARDIF,2632.574,24168.174,15005.344,1016064.518,-252298.225
415,20200301,Vida Grupo,Vida,CARDIF,CARDIF,6421.314,18992.308,5879.501,151186.229,-19091.184
416,20200301,Total ramos de personas,Vida,CARDIF,CARDIF,9053.888,43160.482,20884.846,1167250.748,-271389.409
417,20200401,Accidentes personales,Vida,CARDIF,CARDIF,2600.234,17955.305,7701.612,632958.737,270106.022
418,20200401,Vida Grupo,Vida,CARDIF,CARDIF,4463.858,17720.29,5812.629,-475031.593,730399.35
419,20200401,Total ramos de personas,Vida,CARDIF,CARDIF,7064.092,35675.595,13514.241,157927.144,1000505.372
420,20200501,Vida Grupo,Vida,CARDIF,CARDIF,4512.272,16440.487,6843.998,434491.395,-335738.864
421,20200501,Total ramos de personas,Vida,CARDIF,CARDIF,8453.884,32802.812,15280.549,-3456.241,521064.385
422,20200501,Accidentes personales,Vida,CARDIF,CARDIF,3941.611,16362.325,8436.551,-437947.635,856803.248
423,20200601,Total ramos de personas,Vida,CARDIF,CARDIF,7896.382,30436.324,12028.712,456139.123,400352.229
424,20200601,Accidentes personales,Vida,CARDIF,CARDIF,3584.666,14465.106,5408.489,-1653675.118,-2029366.647
425,20200601,Vida Grupo,Vida,CARDIF,CARDIF,4311.717,15971.218,6620.223,121096.153,151377.477
426,20200701,Accidentes personales,Vida,CARDIF,CARDIF,2496.8,17544.571,8751.972,5194.11,1518.74
427,20200701,Total ramos de personas,Vida,CARDIF,CARDIF,6757.959,31544.943,13922.701,289413.968,-2883532.12
428,20200701,Vida Grupo,Vida,CARDIF,CARDIF,4261.159,14000.373,5170.729,-229997.024,364712.681
429,20200801,Accidentes personales,Vida,CARDIF,CARDIF,3604.565,20930.904,11967.701,2771.863,3248.428
430,20200801,Vida Grupo,Vida,CARDIF,CARDIF,4949.988,16946.344,6272.03,-66402.284,177500.952
431,20200801,Total ramos de personas,Vida,CARDIF,CARDIF,8554.553,37877.249,18239.731,381875.314,50234.367
432,20200901,Vida Grupo,Vida,CARDIF,CARDIF,9692.625,15329.928,5361.784,-687791.159,573580.04
433,20200901,Total ramos de personas,Vida,CARDIF,CARDIF,13266.7,38157.276,16767.964,-668427.22,4790071.324
434,20200901,Accidentes personales,Vida,CARDIF,CARDIF,3574.075,22827.348,11406.18,1904.553,3642.63
435,20201001,Total ramos de personas,Vida,CARDIF,CARDIF,2088.187,41515.25,20674.538,906275.044,598789.743
436,20201001,Vida Grupo,Vida,CARDIF,CARDIF,2005.655,18864.492,8041.435,452862.872,229192.952
437,20201001,Accidentes personales,Vida,CARDIF,CARDIF,82.532,22650.758,12633.103,4534.121,3695.968
438,20201101,Total ramos de personas,Vida,CARDIF,CARDIF,10920.071,39236.93,16535.082,-59373.544,684802.625
439,20201101,Vida Grupo,Vida,CARDIF,CARDIF,6379.973,14328.275,4819.657,-178661.962,241804.264
440,20201101,Accidentes personales,Vida,CARDIF,CARDIF,4540.098,24908.654,11715.426,1192.885,4429.984
441,20201201,Vida Grupo,Vida,CARDIF,CARDIF,8463.981,15927.052,3789.055,965556.13,-1027611.024
442,20201201,Accidentes personales,Vida,CARDIF,CARDIF,5644.779,23909.334,13864.505,-15476.244,19136.65
443,20201201,Total ramos de personas,Vida,CARDIF,CARDIF,14108.76,39836.386,17653.562,-582068.195,886053.999
444,20210101,Vida Grupo,Vida,CARDIF,CARDIF,9137.624,17243.477,4276.304,-35831.184,130553.814
445,20210101,Total ramos de personas,Vida,CARDIF,CARDIF,10205.769,39614.132,16175.061,-228770.071,664111.628
446,20210101,Accidentes personales,Vida,CARDIF,CARDIF,1068.145,22370.655,11898.756,1295.418,5335.578
447,20210201,Accidentes personales,Vida,CARDIF,CARDIF,4089.809,22434.788,13447.682,33.827,4846.662
448,20210201,Total ramos de personas,Vida,CARDIF,CARDIF,7601.985,41722.498,18371.332,492080.819,-536511.48
449,20210201,Vida Grupo,Vida,CARDIF,CARDIF,3512.176,19287.71,4923.651,166217.397,127223.623
450,20210301,Accidentes personales,Vida,CARDIF,CARDIF,1124.898,27553.418,13324.149,5459.44,5647.736
451,20210301,Vida Grupo,Vida,CARDIF,CARDIF,11068.018,24450.08,6207.272,-71663.678,141291.536
452,20210301,Total ramos de personas,Vida,CARDIF,CARDIF,12192.916,52003.498,19531.42,-189551.641,70606.507
453,20210401,Vida Grupo,Vida,CARDIF,CARDIF,8156.001,21987.796,9880.556,-205152.913,164386.143
454,20210401,Total ramos de personas,Vida,CARDIF,CARDIF,10831.359,45479.792,20783.331,541179.997,80492.442
455,20210401,Accidentes personales,Vida,CARDIF,CARDIF,2675.358,23491.996,10902.774,825.01,6405.383
456,20210501,Accidentes personales,Vida,CARDIF,CARDIF,6462.936,4415.366,10055.395,-18041.266,5024.007
457,20210501,Vida Grupo,Vida,CARDIF,CARDIF,10417.638,18664.619,9790.395,-523709.418,-493650.842
458,20210501,Total ramos de personas,Vida,CARDIF,CARDIF,16880.575,23079.985,19845.789,-2327836.008,3145280.247
459,20210601,Total ramos de personas,Vida,CARDIF,CARDIF,18778.164,75536.372,25607.394,2241630.096,669364.201
460,20210601,Accidentes personales,Vida,CARDIF,CARDIF,2500.806,38317.648,13104.659,16711.01,5351.789
461,20210601,Vida Grupo,Vida,CARDIF,CARDIF,16277.358,37218.725,12502.734,570529.049,762423.791
462,20210701,Accidentes personales,Vida,CARDIF,CARDIF,1975.488,23243.795,14497.489,497.526,6106.964
463,20210701,Total ramos de personas,Vida,CARDIF,CARDIF,15445.532,48717.781,25255.342,-235592.163,765445.787
464,20210701,Vida Grupo,Vida,CARDIF,CARDIF,13470.045,25473.986,10757.853,-285344.684,154749.333
465,20210801,Total ramos de personas,Vida,CARDIF,CARDIF,30006.106,55568.212,28334.667,-302824.05328,-4802373.7610100005
