bancos_id,Banco,Altura,TOTAL COMERCIAL,TOTAL CONSUMO,TOTAL MICROCREDITO,TOTAL VIVIENDA,FECHAFK
2527,BANCO DAVIVIENDA,VIGENTE,28710072.77,15580240.04,80113.0,14292455.34,20180201
2528,BANCO DE BOGOTA,+12 MESES,487337.3300000001,0.0,0.0,0.0,20180201
2529,BANCO DE BOGOTA,+18 MESES,0.0,0.0,0.0,8894.02,20180201
2530,BANCO DE BOGOTA,+4 MESES,0.0,0.0,24989.63,0.0,20180201
2531,BANCO DE BOGOTA,+6 MESES,0.0,161287.65,0.0,0.0,20180201
2532,BANCO DE BOGOTA,1-2 MESES,0.0,192331.94,9351.2,0.0,20180201
2533,BANCO DE BOGOTA,1-3 MESES,144521.9,0.0,0.0,0.0,20180201
2534,BANCO DE BOGOTA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2535,BANCO DE BOGOTA,12-18 MESES,0.0,0.0,0.0,13878.16,20180201
2536,BANCO DE BOGOTA,2-3 MESES,0.0,96963.46,5652.43,0.0,20180201
2537,BANCO DE BOGOTA,3-4 MESES,0.0,0.0,4914.86,0.0,20180201
2538,BANCO DE BOGOTA,3-6 MESES,163308.5,203849.91,0.0,0.0,20180201
2539,BANCO DE BOGOTA,4-6 MESES,0.0,0.0,0.0,20491.37,20180201
2540,BANCO DE BOGOTA,6-12 MESES,533291.04,0.0,0.0,17477.41,20180201
2541,BANCO DE BOGOTA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2542,BANCO DE BOGOTA,Bruto,39978723.24999999,10548349.46,372911.5699999999,2983273.580000001,20180201
2543,BANCO DE BOGOTA,VIGENTE,38650264.48,9893916.5,328003.45,2922532.62,20180201
2544,BANCO DE OCCIDENTE,+12 MESES,163830.5,0.0,0.0,0.0,20180201
2545,BANCO DE OCCIDENTE,+18 MESES,0.0,0.0,0.0,4124.25,20180201
2546,BANCO DE OCCIDENTE,+4 MESES,0.0,0.0,0.0,0.0,20180201
2547,BANCO DE OCCIDENTE,+6 MESES,0.0,73400.87000000001,0.0,0.0,20180201
2548,BANCO DE OCCIDENTE,1-2 MESES,0.0,156653.7,0.0,0.0,20180201
2549,BANCO DE OCCIDENTE,1-3 MESES,202690.95,0.0,0.0,0.0,20180201
2550,BANCO DE OCCIDENTE,1-4 MESES,0.0,0.0,0.0,106.14,20180201
2551,BANCO DE OCCIDENTE,12-18 MESES,0.0,0.0,0.0,2431.79,20180201
2552,BANCO DE OCCIDENTE,2-3 MESES,0.0,86888.26,0.0,0.0,20180201
2553,BANCO DE OCCIDENTE,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2554,BANCO DE OCCIDENTE,3-6 MESES,89315.51000000001,130481.09,0.0,0.0,20180201
2555,BANCO DE OCCIDENTE,4-6 MESES,0.0,0.0,0.0,6323.36,20180201
2556,BANCO DE OCCIDENTE,6-12 MESES,271010.07,0.0,0.0,8528.7,20180201
2557,BANCO DE OCCIDENTE,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2558,BANCO DE OCCIDENTE,Bruto,18150202.21,6556407.54,0.0,1172022.32,20180201
2559,BANCO DE OCCIDENTE,VIGENTE,17423355.18,6108983.62,0.0,1150508.08,20180201
2560,BANCO FALABELLA,+12 MESES,0.0,0.0,0.0,0.0,20180201
2561,BANCO FALABELLA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2562,BANCO FALABELLA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2563,BANCO FALABELLA,+6 MESES,0.0,16596.13,0.0,0.0,20180201
2564,BANCO FALABELLA,1-2 MESES,0.0,46548.13,0.0,0.0,20180201
2565,BANCO FALABELLA,1-3 MESES,0.0,0.0,0.0,0.0,20180201
2566,BANCO FALABELLA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2567,BANCO FALABELLA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2568,BANCO FALABELLA,2-3 MESES,0.0,21977.0,0.0,0.0,20180201
2569,BANCO FALABELLA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2570,BANCO FALABELLA,3-6 MESES,0.0,49193.67,0.0,0.0,20180201
2571,BANCO FALABELLA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2572,BANCO FALABELLA,6-12 MESES,0.0,0.0,0.0,0.0,20180201
2573,BANCO FALABELLA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2574,BANCO FALABELLA,Bruto,0.0,2187528.81,0.0,0.0,20180201
2575,BANCO FALABELLA,VIGENTE,0.0,2053213.88,0.0,0.0,20180201
2576,BANCO FINANDINA,+12 MESES,83.88,0.0,0.0,0.0,20180201
2577,BANCO FINANDINA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2578,BANCO FINANDINA,+4 MESES,0.0,0.0,37.25,0.0,20180201
2579,BANCO FINANDINA,+6 MESES,0.0,3493.78,0.0,0.0,20180201
2580,BANCO FINANDINA,1-2 MESES,0.0,52881.88,305.27,0.0,20180201
2581,BANCO FINANDINA,1-3 MESES,8164.280000000001,0.0,0.0,0.0,20180201
2582,BANCO FINANDINA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2583,BANCO FINANDINA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2584,BANCO FINANDINA,2-3 MESES,0.0,20771.4,44.91,0.0,20180201
2585,BANCO FINANDINA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2586,BANCO FINANDINA,3-6 MESES,1805.72,19663.56,0.0,0.0,20180201
2587,BANCO FINANDINA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2588,BANCO FINANDINA,6-12 MESES,217.4,0.0,0.0,0.0,20180201
2589,BANCO FINANDINA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2590,BANCO FINANDINA,Bruto,188785.64,1634650.51,3096.65,0.0,20180201
2591,BANCO FINANDINA,VIGENTE,178514.36,1537839.89,2709.22,0.0,20180201
2592,BANCO MULTIBANK,+12 MESES,1416.87,0.0,0.0,0.0,20180201
2593,BANCO MULTIBANK,+18 MESES,0.0,0.0,0.0,0.0,20180201
2594,BANCO MULTIBANK,+4 MESES,0.0,0.0,0.0,0.0,20180201
2595,BANCO MULTIBANK,+6 MESES,0.0,11295.9,0.0,0.0,20180201
2596,BANCO MULTIBANK,1-2 MESES,0.0,380.13,0.0,0.0,20180201
2597,BANCO MULTIBANK,1-3 MESES,8012.620000000001,0.0,0.0,0.0,20180201
2598,BANCO MULTIBANK,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2599,BANCO MULTIBANK,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2600,BANCO MULTIBANK,2-3 MESES,0.0,185.45,0.0,0.0,20180201
2601,BANCO MULTIBANK,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2602,BANCO MULTIBANK,3-6 MESES,2041.39,594.85,0.0,0.0,20180201
2603,BANCO MULTIBANK,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2604,BANCO MULTIBANK,6-12 MESES,5619.389999999999,0.0,0.0,0.0,20180201
2605,BANCO MULTIBANK,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2606,BANCO MULTIBANK,Bruto,239762.94,26776.19,0.0,0.0,20180201
2607,BANCO MULTIBANK,VIGENTE,222672.67,14319.86,0.0,0.0,20180201
2608,BANCO MUNDO MUJER,+12 MESES,368.13,0.0,0.0,0.0,20180201
2609,BANCO MUNDO MUJER,+18 MESES,0.0,0.0,0.0,0.0,20180201
2610,BANCO MUNDO MUJER,+4 MESES,0.0,0.0,36441.98,0.0,20180201
2611,BANCO MUNDO MUJER,+6 MESES,0.0,2331.07,0.0,0.0,20180201
2612,BANCO MUNDO MUJER,1-2 MESES,0.0,792.28,8349.689999999999,0.0,20180201
2613,BANCO MUNDO MUJER,1-3 MESES,639.8399999999999,0.0,0.0,0.0,20180201
2614,BANCO MUNDO MUJER,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2615,BANCO MUNDO MUJER,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2616,BANCO MUNDO MUJER,2-3 MESES,0.0,519.24,5957.309999999999,0.0,20180201
2617,BANCO MUNDO MUJER,3-4 MESES,0.0,0.0,7216.33,0.0,20180201
2618,BANCO MUNDO MUJER,3-6 MESES,739.84,1602.13,0.0,0.0,20180201
2619,BANCO MUNDO MUJER,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2620,BANCO MUNDO MUJER,6-12 MESES,978.0,0.0,0.0,0.0,20180201
2621,BANCO MUNDO MUJER,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2622,BANCO MUNDO MUJER,Bruto,111410.36,141337.45,1254787.39,0.0,20180201
2623,BANCO MUNDO MUJER,VIGENTE,108684.55,136092.73,1196822.08,0.0,20180201
2624,BANCO PICHINCHA,+12 MESES,9029.81,0.0,0.0,0.0,20180201
2625,BANCO PICHINCHA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2626,BANCO PICHINCHA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2627,BANCO PICHINCHA,+6 MESES,0.0,66879.75,0.0,0.0,20180201
2628,BANCO PICHINCHA,1-2 MESES,0.0,46239.34,0.0,0.0,20180201
2629,BANCO PICHINCHA,1-3 MESES,10180.26,0.0,0.0,0.0,20180201
2630,BANCO PICHINCHA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2631,BANCO PICHINCHA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2632,BANCO PICHINCHA,2-3 MESES,0.0,24417.76,0.0,0.0,20180201
2633,BANCO PICHINCHA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2634,BANCO PICHINCHA,3-6 MESES,14725.64,49288.71999999999,0.0,0.0,20180201
2635,BANCO PICHINCHA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2636,BANCO PICHINCHA,6-12 MESES,14014.47,0.0,0.0,0.0,20180201
2637,BANCO PICHINCHA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2638,BANCO PICHINCHA,Bruto,492133.17,2174847.71,0.0,0.0,20180201
2639,BANCO PICHINCHA,VIGENTE,444182.99,1988022.14,0.0,0.0,20180201
2640,BANCO POPULAR,+12 MESES,54710.66,0.0,0.0,0.0,20180201
2641,BANCO POPULAR,+18 MESES,0.0,0.0,0.0,2342.45,20180201
2642,BANCO POPULAR,+4 MESES,0.0,0.0,494.5699999999999,0.0,20180201
2643,BANCO POPULAR,+6 MESES,0.0,187289.22,0.0,0.0,20180201
2644,BANCO POPULAR,1-2 MESES,0.0,55643.29,59.12,0.0,20180201
2645,BANCO POPULAR,1-3 MESES,36688.47,0.0,0.0,0.0,20180201
2646,BANCO POPULAR,1-4 MESES,0.0,0.0,0.0,28.12,20180201
2647,BANCO POPULAR,12-18 MESES,0.0,0.0,0.0,1023.65,20180201
2648,BANCO POPULAR,2-3 MESES,0.0,28595.05,79.07,0.0,20180201
2649,BANCO POPULAR,3-4 MESES,0.0,0.0,9.19,0.0,20180201
2650,BANCO POPULAR,3-6 MESES,12436.25,68594.8,0.0,0.0,20180201
2651,BANCO POPULAR,4-6 MESES,0.0,0.0,0.0,3172.23,20180201
2652,BANCO POPULAR,6-12 MESES,38854.44,0.0,0.0,2936.49,20180201
2653,BANCO POPULAR,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2654,BANCO POPULAR,Bruto,7707113.18,9731581.160000002,6800.919999999999,673601.6799999999,20180201
2655,BANCO POPULAR,VIGENTE,7564423.359999999,9391458.8,6158.97,664098.74,20180201
2656,BANCO PROCREDIT,+12 MESES,3831.68,0.0,0.0,0.0,20180201
2657,BANCO PROCREDIT,+18 MESES,0.0,0.0,0.0,0.0,20180201
2658,BANCO PROCREDIT,+4 MESES,0.0,0.0,261.06,0.0,20180201
2659,BANCO PROCREDIT,+6 MESES,0.0,0.0,0.0,0.0,20180201
2660,BANCO PROCREDIT,1-2 MESES,0.0,0.0,69.67,0.0,20180201
2661,BANCO PROCREDIT,1-3 MESES,2014.24,0.0,0.0,0.0,20180201
2662,BANCO PROCREDIT,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2663,BANCO PROCREDIT,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2664,BANCO PROCREDIT,2-3 MESES,0.0,0.0,4.21,0.0,20180201
2665,BANCO PROCREDIT,3-4 MESES,0.0,0.0,32.07,0.0,20180201
2666,BANCO PROCREDIT,3-6 MESES,1087.0,0.0,0.0,0.0,20180201
2667,BANCO PROCREDIT,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2668,BANCO PROCREDIT,6-12 MESES,1496.88,0.0,0.0,0.0,20180201
2669,BANCO PROCREDIT,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2670,BANCO PROCREDIT,Bruto,132864.12,140.84,1790.95,0.0,20180201
2671,BANCO PROCREDIT,VIGENTE,124434.32,140.84,1423.94,0.0,20180201
2672,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+12 MESES,735.75,0.0,0.0,0.0,20180201
2673,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2674,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2675,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+6 MESES,0.0,264.27,0.0,0.0,20180201
2676,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-2 MESES,0.0,477.78,0.0,0.0,20180201
2677,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-3 MESES,0.0,0.0,0.0,0.0,20180201
2678,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2679,BANCO SANTANDER DE NEGOCIOS COLOMBIA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2680,BANCO SANTANDER DE NEGOCIOS COLOMBIA,2-3 MESES,0.0,19.48,0.0,0.0,20180201
2681,BANCO SANTANDER DE NEGOCIOS COLOMBIA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2682,BANCO SANTANDER DE NEGOCIOS COLOMBIA,3-6 MESES,0.0,77.35,0.0,0.0,20180201
2683,BANCO SANTANDER DE NEGOCIOS COLOMBIA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2684,BANCO SANTANDER DE NEGOCIOS COLOMBIA,6-12 MESES,0.0,0.0,0.0,0.0,20180201
2685,BANCO SANTANDER DE NEGOCIOS COLOMBIA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2686,BANCO SANTANDER DE NEGOCIOS COLOMBIA,Bruto,892389.81,23025.24,0.0,0.0,20180201
2687,BANCO SANTANDER DE NEGOCIOS COLOMBIA,VIGENTE,891654.06,22186.36,0.0,0.0,20180201
2688,BANCO W,+12 MESES,365.83,0.0,0.0,0.0,20180201
2689,BANCO W,+18 MESES,0.0,0.0,0.0,0.0,20180201
2690,BANCO W,+4 MESES,0.0,0.0,18839.1,0.0,20180201
2691,BANCO W,+6 MESES,0.0,1023.24,0.0,0.0,20180201
2692,BANCO W,1-2 MESES,0.0,614.88,9910.73,0.0,20180201
2693,BANCO W,1-3 MESES,4843.39,0.0,0.0,0.0,20180201
2694,BANCO W,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2695,BANCO W,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2696,BANCO W,2-3 MESES,0.0,591.0400000000001,9147.51,0.0,20180201
2697,BANCO W,3-4 MESES,0.0,0.0,6761.48,0.0,20180201
2698,BANCO W,3-6 MESES,2264.77,838.62,0.0,0.0,20180201
2699,BANCO W,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2700,BANCO W,6-12 MESES,1850.25,0.0,0.0,0.0,20180201
2701,BANCO W,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2702,BANCO W,Bruto,102029.16,96666.99,944145.3899999999,0.0,20180201
2703,BANCO W,VIGENTE,92704.92,93599.21,899486.57,0.0,20180201
2704,BANCOLOMBIA,+12 MESES,901579.72,0.0,0.0,0.0,20180201
2705,BANCOLOMBIA,+18 MESES,0.0,0.0,0.0,192546.34,20180201
2706,BANCOLOMBIA,+4 MESES,0.0,0.0,55951.43,0.0,20180201
2707,BANCOLOMBIA,+6 MESES,0.0,277239.01,0.0,0.0,20180201
2708,BANCOLOMBIA,1-2 MESES,0.0,352996.3699999999,13197.07,0.0,20180201
2709,BANCOLOMBIA,1-3 MESES,1145269.81,0.0,0.0,0.0,20180201
2710,BANCOLOMBIA,1-4 MESES,0.0,0.0,0.0,13379.8,20180201
2711,BANCOLOMBIA,12-18 MESES,0.0,0.0,0.0,78035.97,20180201
2712,BANCOLOMBIA,2-3 MESES,0.0,208907.44,10655.09,0.0,20180201
2713,BANCOLOMBIA,3-4 MESES,0.0,0.0,8319.77,0.0,20180201
2714,BANCOLOMBIA,3-6 MESES,533861.5,438418.6299999999,0.0,0.0,20180201
2715,BANCOLOMBIA,4-6 MESES,0.0,0.0,0.0,91524.56,20180201
2716,BANCOLOMBIA,6-12 MESES,1095538.16,0.0,0.0,146169.5,20180201
2717,BANCOLOMBIA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2718,BANCOLOMBIA,Bruto,77328396.41,19094825.46,613070.29,11474781.72,20180201
2719,BANCOLOMBIA,VIGENTE,73652147.22,17817264.01,524946.93,10953125.55,20180201
2720,BANCOOMEVA,+12 MESES,6874.5,0.0,0.0,0.0,20180201
2721,BANCOOMEVA,+18 MESES,0.0,0.0,0.0,4248.16,20180201
2722,BANCOOMEVA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2723,BANCOOMEVA,+6 MESES,0.0,28681.96,0.0,0.0,20180201
2724,BANCOOMEVA,1-2 MESES,0.0,59997.1,0.0,0.0,20180201
2725,BANCOOMEVA,1-3 MESES,14540.59,0.0,0.0,0.0,20180201
2726,BANCOOMEVA,1-4 MESES,0.0,0.0,0.0,415.25,20180201
2727,BANCOOMEVA,12-18 MESES,0.0,0.0,0.0,4239.82,20180201
2728,BANCOOMEVA,2-3 MESES,0.0,29945.77,0.0,0.0,20180201
2729,BANCOOMEVA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2730,BANCOOMEVA,3-6 MESES,6753.13,33288.31,0.0,0.0,20180201
2731,BANCOOMEVA,4-6 MESES,0.0,0.0,0.0,4823.16,20180201
2732,BANCOOMEVA,6-12 MESES,12137.57,0.0,0.0,7074.86,20180201
2733,BANCOOMEVA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2734,BANCOOMEVA,Bruto,450071.73,1910559.91,0.0,907434.52,20180201
2735,BANCOOMEVA,VIGENTE,409765.94,1758646.77,0.0,886633.27,20180201
2736,BBVA,+12 MESES,158697.64,0.0,0.0,0.0,20180201
2737,BBVA,+18 MESES,0.0,0.0,0.0,101875.86,20180201
2738,BBVA,+4 MESES,0.0,0.0,1.5,0.0,20180201
2739,BBVA,+6 MESES,0.0,383173.48,0.0,0.0,20180201
2740,BBVA,1-2 MESES,0.0,229854.77,0.0,0.0,20180201
2741,BBVA,1-3 MESES,147938.71,0.0,0.0,0.0,20180201
2742,BBVA,1-4 MESES,0.0,0.0,0.0,13895.8,20180201
2743,BBVA,12-18 MESES,0.0,0.0,0.0,46992.98,20180201
2744,BBVA,2-3 MESES,0.0,114866.56,0.0,0.0,20180201
2745,BBVA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2746,BBVA,3-6 MESES,67292.19,204439.64,0.0,0.0,20180201
2747,BBVA,4-6 MESES,0.0,0.0,0.0,52202.09,20180201
2748,BBVA,6-12 MESES,347709.6,0.0,0.0,103964.58,20180201
2749,BBVA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2750,BBVA,Bruto,18071216.63000001,15394139.34,1.5,10389950.4,20180201
2751,BBVA,VIGENTE,17349578.49,14461804.89,0.0,10071019.09,20180201
2752,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,+12 MESES,0.0,0.0,0.0,0.0,20180201
2753,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2754,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2755,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,+6 MESES,0.0,0.0,0.0,0.0,20180201
2756,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,1-2 MESES,0.0,0.0,0.0,0.0,20180201
2757,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,1-3 MESES,0.0,0.0,0.0,0.0,20180201
2758,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2759,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2760,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,2-3 MESES,0.0,0.0,0.0,0.0,20180201
2761,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2762,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,3-6 MESES,0.0,0.0,0.0,0.0,20180201
2763,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2764,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,6-12 MESES,0.0,0.0,0.0,0.0,20180201
2765,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2766,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,Bruto,0.0,0.0,0.0,0.0,20180201
2767,BNP PARIBAS COLOMBIA CORPORACION FINANCIERA,VIGENTE,0.0,0.0,0.0,0.0,20180201
2768,C.A. CREDIFINANCIERA,+12 MESES,0.0,0.0,0.0,0.0,20180201
2769,C.A. CREDIFINANCIERA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2770,C.A. CREDIFINANCIERA,+4 MESES,0.0,0.0,1437.88,0.0,20180201
2771,C.A. CREDIFINANCIERA,+6 MESES,0.0,7894.26,0.0,0.0,20180201
2772,C.A. CREDIFINANCIERA,1-2 MESES,0.0,3609.99,1309.6,0.0,20180201
2773,C.A. CREDIFINANCIERA,1-3 MESES,224.7,0.0,0.0,0.0,20180201
2774,C.A. CREDIFINANCIERA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2775,C.A. CREDIFINANCIERA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2776,C.A. CREDIFINANCIERA,2-3 MESES,0.0,2710.99,782.03,0.0,20180201
2777,C.A. CREDIFINANCIERA,3-4 MESES,0.0,0.0,796.06,0.0,20180201
2778,C.A. CREDIFINANCIERA,3-6 MESES,68.51,5011.4,0.0,0.0,20180201
2779,C.A. CREDIFINANCIERA,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2780,C.A. CREDIFINANCIERA,6-12 MESES,133.36,0.0,0.0,0.0,20180201
2781,C.A. CREDIFINANCIERA,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2782,C.A. CREDIFINANCIERA,Bruto,993.59,499886.22,62940.19999999999,0.0,20180201
2783,C.A. CREDIFINANCIERA,VIGENTE,567.02,480659.58,58614.63,0.0,20180201
2784,CITIBANK,+12 MESES,244.34,0.0,0.0,0.0,20180201
2785,CITIBANK,+18 MESES,0.0,0.0,0.0,0.0,20180201
2786,CITIBANK,+4 MESES,0.0,0.0,0.0,0.0,20180201
2787,CITIBANK,+6 MESES,0.0,63226.4,0.0,0.0,20180201
2788,CITIBANK,1-2 MESES,0.0,62251.36,0.0,0.0,20180201
2789,CITIBANK,1-3 MESES,1446.5,0.0,0.0,0.0,20180201
2790,CITIBANK,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2791,CITIBANK,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2792,CITIBANK,2-3 MESES,0.0,42537.98,0.0,0.0,20180201
2793,CITIBANK,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2794,CITIBANK,3-6 MESES,208.0,82228.81,0.0,0.0,20180201
2795,CITIBANK,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2796,CITIBANK,6-12 MESES,129.28,0.0,0.0,0.0,20180201
2797,CITIBANK,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2798,CITIBANK,Bruto,3048805.839999999,4255063.88,0.0,0.0,20180201
2799,CITIBANK,VIGENTE,3046777.72,4004819.33,0.0,0.0,20180201
2800,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,+12 MESES,13798.55,0.0,0.0,0.0,20180201
2801,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,+18 MESES,0.0,0.0,0.0,0.0,20180201
2802,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,+4 MESES,0.0,0.0,0.0,0.0,20180201
2803,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,+6 MESES,0.0,112.52,0.0,0.0,20180201
2804,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,1-2 MESES,0.0,156.18,0.0,0.0,20180201
2805,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,1-3 MESES,15675.08,0.0,0.0,0.0,20180201
2806,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2807,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2808,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,2-3 MESES,0.0,0.0,0.0,0.0,20180201
2809,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,3-4 MESES,0.0,0.0,0.0,0.0,20180201
2810,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,3-6 MESES,10786.92,82.88,0.0,0.0,20180201
2811,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,4-6 MESES,0.0,0.0,0.0,0.0,20180201
2812,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,6-12 MESES,12482.33,0.0,0.0,0.0,20180201
2813,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,6-18 MESES,0.0,0.0,0.0,0.0,20180201
2814,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,Bruto,356204.35,21762.34,0.0,1728.3,20180201
2815,COLTEFINANCIERA COMPAÑÍA DE FINANCIAMIENTO,VIGENTE,303461.47,21410.76,0.0,1728.3,20180201
2816,COMPAÑÍA DE FINANCIAMIENTO TUYA,+12 MESES,0.0,0.0,0.0,0.0,20180201
2817,COMPAÑÍA DE FINANCIAMIENTO TUYA,+18 MESES,0.0,0.0,0.0,0.0,20180201
2818,COMPAÑÍA DE FINANCIAMIENTO TUYA,+4 MESES,0.0,0.0,0.0,0.0,20180201
2819,COMPAÑÍA DE FINANCIAMIENTO TUYA,+6 MESES,0.0,11414.95,0.0,0.0,20180201
2820,COMPAÑÍA DE FINANCIAMIENTO TUYA,1-2 MESES,0.0,91059.62,0.0,0.0,20180201
2821,COMPAÑÍA DE FINANCIAMIENTO TUYA,1-3 MESES,0.0,0.0,0.0,0.0,20180201
2822,COMPAÑÍA DE FINANCIAMIENTO TUYA,1-4 MESES,0.0,0.0,0.0,0.0,20180201
2823,COMPAÑÍA DE FINANCIAMIENTO TUYA,12-18 MESES,0.0,0.0,0.0,0.0,20180201
2824,COMPAÑÍA DE FINANCIAMIENTO TUYA,2-3 MESES,0.0,47100.08,0.0,0.0,20180201
2825,COMPAÑÍA DE FINANCIAMIENTO TUYA,3-4 MESES,0.0,0.0,0.0,0.0,20180201
