bancos_id,Banco,Altura,TOTAL COMERCIAL,TOTAL CONSUMO,TOTAL MICROCREDITO,TOTAL VIVIENDA,FECHAFK
0,ARCO GRUPO BANCOLDEX,+12 MESES,20552.41,0.0,0.0,0.0,20180801
1,ARCO GRUPO BANCOLDEX,+18 MESES,0.0,0.0,0.0,0.0,20180801
2,ARCO GRUPO BANCOLDEX,+4 MESES,0.0,0.0,0.0,0.0,20180801
3,ARCO GRUPO BANCOLDEX,+6 MESES,0.0,0.0,0.0,0.0,20180801
4,ARCO GRUPO BANCOLDEX,1-2 MESES,0.0,0.0,0.0,0.0,20180801
5,ARCO GRUPO BANCOLDEX,1-3 MESES,8690.27,0.0,0.0,0.0,20180801
6,ARCO GRUPO BANCOLDEX,1-4 MESES,0.0,0.0,0.0,0.0,20180801
7,ARCO GRUPO BANCOLDEX,12-18 MESES,0.0,0.0,0.0,0.0,20180801
8,ARCO GRUPO BANCOLDEX,2-3 MESES,0.0,0.0,0.0,0.0,20180801
9,ARCO GRUPO BANCOLDEX,3-4 MESES,0.0,0.0,0.0,0.0,20180801
10,ARCO GRUPO BANCOLDEX,3-6 MESES,12181.1,0.0,0.0,0.0,20180801
11,ARCO GRUPO BANCOLDEX,4-6 MESES,0.0,0.0,0.0,0.0,20180801
12,ARCO GRUPO BANCOLDEX,6-12 MESES,11575.77,0.0,0.0,0.0,20180801
13,ARCO GRUPO BANCOLDEX,6-18 MESES,0.0,0.0,0.0,0.0,20180801
14,ARCO GRUPO BANCOLDEX,Bruto,637918.27,197.68,0.0,1409.06,20180801
15,ARCO GRUPO BANCOLDEX,VIGENTE,584918.72,197.68,0.0,1409.06,20180801
16,B INV BANCOLOMBIA,+12 MESES,0.0,0.0,0.0,0.0,20180801
17,B INV BANCOLOMBIA,+18 MESES,0.0,0.0,0.0,0.0,20180801
18,B INV BANCOLOMBIA,+4 MESES,0.0,0.0,0.0,0.0,20180801
19,B INV BANCOLOMBIA,+6 MESES,0.0,0.0,0.0,0.0,20180801
20,B INV BANCOLOMBIA,1-2 MESES,0.0,0.0,0.0,0.0,20180801
21,B INV BANCOLOMBIA,1-3 MESES,0.0,0.0,0.0,0.0,20180801
22,B INV BANCOLOMBIA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
23,B INV BANCOLOMBIA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
24,B INV BANCOLOMBIA,2-3 MESES,0.0,0.0,0.0,0.0,20180801
25,B INV BANCOLOMBIA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
26,B INV BANCOLOMBIA,3-6 MESES,0.0,0.0,0.0,0.0,20180801
27,B INV BANCOLOMBIA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
28,B INV BANCOLOMBIA,6-12 MESES,0.0,0.0,0.0,0.0,20180801
29,B INV BANCOLOMBIA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
30,B INV BANCOLOMBIA,Bruto,0.0,0.0,0.0,0.0,20180801
31,B INV BANCOLOMBIA,VIGENTE,0.0,0.0,0.0,0.0,20180801
32,BANAGRARIO,+12 MESES,246795.62,0.0,0.0,0.0,20180801
33,BANAGRARIO,+18 MESES,0.0,0.0,0.0,1116.98,20180801
34,BANAGRARIO,+4 MESES,0.0,0.0,366997.87,0.0,20180801
35,BANAGRARIO,+6 MESES,0.0,52459.72,0.0,0.0,20180801
36,BANAGRARIO,1-2 MESES,0.0,10329.11,50187.24000000001,0.0,20180801
37,BANAGRARIO,1-3 MESES,37930.57,0.0,0.0,0.0,20180801
38,BANAGRARIO,1-4 MESES,0.0,0.0,0.0,0.0,20180801
39,BANAGRARIO,12-18 MESES,0.0,0.0,0.0,465.34,20180801
40,BANAGRARIO,2-3 MESES,0.0,4997.95,38270.53,0.0,20180801
41,BANAGRARIO,3-4 MESES,0.0,0.0,28514.38,0.0,20180801
42,BANAGRARIO,3-6 MESES,54700.89,8111.18,0.0,0.0,20180801
43,BANAGRARIO,4-6 MESES,0.0,0.0,0.0,504.6,20180801
44,BANAGRARIO,6-12 MESES,95692.82999999999,0.0,0.0,674.85,20180801
45,BANAGRARIO,6-18 MESES,0.0,0.0,0.0,0.0,20180801
46,BANAGRARIO,Bruto,5698896.220000001,906749.7899999999,6166767.23,55301.88,20180801
47,BANAGRARIO,VIGENTE,5263776.310000001,830851.83,5682797.21,52540.11,20180801
48,BANCAMIA,+12 MESES,871.12,0.0,0.0,0.0,20180801
49,BANCAMIA,+18 MESES,0.0,0.0,0.0,0.0,20180801
50,BANCAMIA,+4 MESES,0.0,0.0,34150.17,0.0,20180801
51,BANCAMIA,+6 MESES,0.0,3.77,0.0,0.0,20180801
52,BANCAMIA,1-2 MESES,0.0,0.89,15677.36,0.0,20180801
53,BANCAMIA,1-3 MESES,670.4200000000001,0.0,0.0,0.0,20180801
54,BANCAMIA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
55,BANCAMIA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
56,BANCAMIA,2-3 MESES,0.0,2.53,11002.36,0.0,20180801
57,BANCAMIA,3-4 MESES,0.0,0.0,9981.61,0.0,20180801
58,BANCAMIA,3-6 MESES,763.4,5.91,0.0,0.0,20180801
59,BANCAMIA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
60,BANCAMIA,6-12 MESES,953.43,0.0,0.0,0.0,20180801
61,BANCAMIA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
62,BANCAMIA,Bruto,38282.87,702.4899999999999,1269207.76,6973.97,20180801
63,BANCAMIA,VIGENTE,35024.5,689.39,1198396.26,6973.97,20180801
64,BANCO AV VILLAS,+12 MESES,62378.21,0.0,0.0,0.0,20180801
65,BANCO AV VILLAS,+18 MESES,0.0,0.0,0.0,15076.08,20180801
66,BANCO AV VILLAS,+4 MESES,0.0,0.0,8.71,0.0,20180801
67,BANCO AV VILLAS,+6 MESES,0.0,55329.81,0.0,0.0,20180801
68,BANCO AV VILLAS,1-2 MESES,0.0,65126.25,60.86,0.0,20180801
69,BANCO AV VILLAS,1-3 MESES,4344.52,0.0,0.0,0.0,20180801
70,BANCO AV VILLAS,1-4 MESES,0.0,0.0,0.0,2701.11,20180801
71,BANCO AV VILLAS,12-18 MESES,0.0,0.0,0.0,3955.38,20180801
72,BANCO AV VILLAS,2-3 MESES,0.0,38368.56,0.0,0.0,20180801
73,BANCO AV VILLAS,3-4 MESES,0.0,0.0,23.13,0.0,20180801
74,BANCO AV VILLAS,3-6 MESES,5873.28,76707.25,0.0,0.0,20180801
75,BANCO AV VILLAS,4-6 MESES,0.0,0.0,0.0,12321.2,20180801
76,BANCO AV VILLAS,6-12 MESES,3171.99,0.0,0.0,8947.09,20180801
77,BANCO AV VILLAS,6-18 MESES,0.0,0.0,0.0,0.0,20180801
78,BANCO AV VILLAS,Bruto,2510890.97,5931049.429999999,807.1600000000001,2067614.6,20180801
79,BANCO AV VILLAS,VIGENTE,2435122.97,5695517.56,714.46,2024613.74,20180801
80,BANCO CAJA SOCIAL,+12 MESES,106212.62,0.0,0.0,0.0,20180801
81,BANCO CAJA SOCIAL,+18 MESES,0.0,0.0,0.0,40879.83,20180801
82,BANCO CAJA SOCIAL,+4 MESES,0.0,0.0,45450.74,0.0,20180801
83,BANCO CAJA SOCIAL,+6 MESES,0.0,144106.19,0.0,0.0,20180801
84,BANCO CAJA SOCIAL,1-2 MESES,0.0,39188.93,9841.45,0.0,20180801
85,BANCO CAJA SOCIAL,1-3 MESES,8972.41,0.0,0.0,0.0,20180801
86,BANCO CAJA SOCIAL,1-4 MESES,0.0,0.0,0.0,745.77,20180801
87,BANCO CAJA SOCIAL,12-18 MESES,0.0,0.0,0.0,14198.69,20180801
88,BANCO CAJA SOCIAL,2-3 MESES,0.0,23299.93,6762.38,0.0,20180801
89,BANCO CAJA SOCIAL,3-4 MESES,0.0,0.0,5690.2,0.0,20180801
90,BANCO CAJA SOCIAL,3-6 MESES,9666.04,50707.8,0.0,0.0,20180801
91,BANCO CAJA SOCIAL,4-6 MESES,0.0,0.0,0.0,43732.52,20180801
92,BANCO CAJA SOCIAL,6-12 MESES,67009.54,0.0,0.0,31568.75,20180801
93,BANCO CAJA SOCIAL,6-18 MESES,0.0,0.0,0.0,0.0,20180801
94,BANCO CAJA SOCIAL,Bruto,1840480.7,3342327.09,793822.7799999999,4648662.92,20180801
95,BANCO CAJA SOCIAL,VIGENTE,1648620.09,3085024.24,726078.01,4517537.36,20180801
96,BANCO COMPARTIR,+12 MESES,4021.65,0.0,0.0,0.0,20180801
97,BANCO COMPARTIR,+18 MESES,0.0,0.0,0.0,0.0,20180801
98,BANCO COMPARTIR,+4 MESES,0.0,0.0,36156.57,0.0,20180801
99,BANCO COMPARTIR,+6 MESES,0.0,1799.27,0.0,0.0,20180801
100,BANCO COMPARTIR,1-2 MESES,0.0,621.98,9421.66,0.0,20180801
101,BANCO COMPARTIR,1-3 MESES,1755.94,0.0,0.0,0.0,20180801
102,BANCO COMPARTIR,1-4 MESES,0.0,0.0,0.0,0.0,20180801
103,BANCO COMPARTIR,12-18 MESES,0.0,0.0,0.0,0.0,20180801
104,BANCO COMPARTIR,2-3 MESES,0.0,428.34,5832.41,0.0,20180801
105,BANCO COMPARTIR,3-4 MESES,0.0,0.0,4895.360000000001,0.0,20180801
106,BANCO COMPARTIR,3-6 MESES,1553.51,624.53,0.0,0.0,20180801
107,BANCO COMPARTIR,4-6 MESES,0.0,0.0,0.0,0.0,20180801
108,BANCO COMPARTIR,6-12 MESES,2447.94,0.0,0.0,0.0,20180801
109,BANCO COMPARTIR,6-18 MESES,0.0,0.0,0.0,0.0,20180801
110,BANCO COMPARTIR,Bruto,213452.33,41272.31999999999,520463.0599999999,5587.88,20180801
111,BANCO COMPARTIR,VIGENTE,203673.29,37798.2,464157.06,5587.88,20180801
112,BANCO DAVIVIENDA,+12 MESES,460059.8,0.0,0.0,0.0,20180801
113,BANCO DAVIVIENDA,+18 MESES,0.0,0.0,0.0,94740.94,20180801
114,BANCO DAVIVIENDA,+4 MESES,0.0,0.0,4314.530000000001,0.0,20180801
115,BANCO DAVIVIENDA,+6 MESES,0.0,69321.21,0.0,0.0,20180801
116,BANCO DAVIVIENDA,1-2 MESES,0.0,445436.77,3346.86,0.0,20180801
117,BANCO DAVIVIENDA,1-3 MESES,406469.46,0.0,0.0,0.0,20180801
118,BANCO DAVIVIENDA,1-4 MESES,0.0,0.0,0.0,39401.8,20180801
119,BANCO DAVIVIENDA,12-18 MESES,0.0,0.0,0.0,81051.34,20180801
120,BANCO DAVIVIENDA,2-3 MESES,0.0,205083.03,2063.43,0.0,20180801
121,BANCO DAVIVIENDA,3-4 MESES,0.0,0.0,1090.99,0.0,20180801
122,BANCO DAVIVIENDA,3-6 MESES,348567.84,320310.01,0.0,0.0,20180801
123,BANCO DAVIVIENDA,4-6 MESES,0.0,0.0,0.0,131367.02,20180801
124,BANCO DAVIVIENDA,6-12 MESES,649026.9099999999,0.0,0.0,135141.65,20180801
125,BANCO DAVIVIENDA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
126,BANCO DAVIVIENDA,Bruto,32327027.92000001,17189565.37,70247.35,15977824.98,20180801
127,BANCO DAVIVIENDA,VIGENTE,30462903.91,16149414.35,59431.54,15496122.23,20180801
128,BANCO DE BOGOTA,+12 MESES,940533.69,0.0,0.0,0.0,20180801
129,BANCO DE BOGOTA,+18 MESES,0.0,0.0,0.0,11995.89,20180801
130,BANCO DE BOGOTA,+4 MESES,0.0,0.0,27106.95,0.0,20180801
131,BANCO DE BOGOTA,+6 MESES,0.0,180969.5,0.0,0.0,20180801
132,BANCO DE BOGOTA,1-2 MESES,0.0,174783.99,8916.369999999999,0.0,20180801
133,BANCO DE BOGOTA,1-3 MESES,213017.59,0.0,0.0,0.0,20180801
134,BANCO DE BOGOTA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
135,BANCO DE BOGOTA,12-18 MESES,0.0,0.0,0.0,16812.3,20180801
136,BANCO DE BOGOTA,2-3 MESES,0.0,110890.38,6413.07,0.0,20180801
137,BANCO DE BOGOTA,3-4 MESES,0.0,0.0,4823.43,0.0,20180801
138,BANCO DE BOGOTA,3-6 MESES,143610.5,224532.32,0.0,0.0,20180801
139,BANCO DE BOGOTA,4-6 MESES,0.0,0.0,0.0,23954.71,20180801
140,BANCO DE BOGOTA,6-12 MESES,214284.24,0.0,0.0,22034.59,20180801
141,BANCO DE BOGOTA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
142,BANCO DE BOGOTA,Bruto,38668005.18000001,10875809.54,383219.95,3248327.24,20180801
143,BANCO DE BOGOTA,VIGENTE,37156559.16,10184633.35,335960.13,3173529.75,20180801
144,BANCO DE OCCIDENTE,+12 MESES,297903.33,0.0,0.0,0.0,20180801
145,BANCO DE OCCIDENTE,+18 MESES,0.0,0.0,0.0,4601.07,20180801
146,BANCO DE OCCIDENTE,+4 MESES,0.0,0.0,0.0,0.0,20180801
147,BANCO DE OCCIDENTE,+6 MESES,0.0,73548.77000000002,0.0,0.0,20180801
148,BANCO DE OCCIDENTE,1-2 MESES,0.0,105903.54,0.0,0.0,20180801
149,BANCO DE OCCIDENTE,1-3 MESES,146309.62,0.0,0.0,0.0,20180801
150,BANCO DE OCCIDENTE,1-4 MESES,0.0,0.0,0.0,105.27,20180801
151,BANCO DE OCCIDENTE,12-18 MESES,0.0,0.0,0.0,4342.48,20180801
152,BANCO DE OCCIDENTE,2-3 MESES,0.0,65111.51,0.0,0.0,20180801
153,BANCO DE OCCIDENTE,3-4 MESES,0.0,0.0,0.0,0.0,20180801
154,BANCO DE OCCIDENTE,3-6 MESES,144242.52,119180.93,0.0,0.0,20180801
155,BANCO DE OCCIDENTE,4-6 MESES,0.0,0.0,0.0,5441.88,20180801
156,BANCO DE OCCIDENTE,6-12 MESES,212028.3,0.0,0.0,5493.34,20180801
157,BANCO DE OCCIDENTE,6-18 MESES,0.0,0.0,0.0,0.0,20180801
158,BANCO DE OCCIDENTE,Bruto,18086434.61,6467525.049999999,0.0,1275716.96,20180801
159,BANCO DE OCCIDENTE,VIGENTE,17285950.84,6103780.3,0.0,1255732.92,20180801
160,BANCO FALABELLA,+12 MESES,0.0,0.0,0.0,0.0,20180801
161,BANCO FALABELLA,+18 MESES,0.0,0.0,0.0,0.0,20180801
162,BANCO FALABELLA,+4 MESES,0.0,0.0,0.0,0.0,20180801
163,BANCO FALABELLA,+6 MESES,0.0,16373.08,0.0,0.0,20180801
164,BANCO FALABELLA,1-2 MESES,0.0,54204.58,0.0,0.0,20180801
165,BANCO FALABELLA,1-3 MESES,0.0,0.0,0.0,0.0,20180801
166,BANCO FALABELLA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
167,BANCO FALABELLA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
168,BANCO FALABELLA,2-3 MESES,0.0,30094.77,0.0,0.0,20180801
169,BANCO FALABELLA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
170,BANCO FALABELLA,3-6 MESES,0.0,58370.77,0.0,0.0,20180801
171,BANCO FALABELLA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
172,BANCO FALABELLA,6-12 MESES,0.0,0.0,0.0,0.0,20180801
173,BANCO FALABELLA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
174,BANCO FALABELLA,Bruto,0.0,2641480.13,0.0,0.0,20180801
175,BANCO FALABELLA,VIGENTE,0.0,2482436.93,0.0,0.0,20180801
176,BANCO FINANDINA,+12 MESES,37.56,0.0,0.0,0.0,20180801
177,BANCO FINANDINA,+18 MESES,0.0,0.0,0.0,0.0,20180801
178,BANCO FINANDINA,+4 MESES,0.0,0.0,3.84,0.0,20180801
179,BANCO FINANDINA,+6 MESES,0.0,14072.96,0.0,0.0,20180801
180,BANCO FINANDINA,1-2 MESES,0.0,46581.09,151.28,0.0,20180801
181,BANCO FINANDINA,1-3 MESES,8066.129999999999,0.0,0.0,0.0,20180801
182,BANCO FINANDINA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
183,BANCO FINANDINA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
184,BANCO FINANDINA,2-3 MESES,0.0,19209.74,11.65,0.0,20180801
185,BANCO FINANDINA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
186,BANCO FINANDINA,3-6 MESES,1898.05,19672.52,0.0,0.0,20180801
187,BANCO FINANDINA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
188,BANCO FINANDINA,6-12 MESES,1326.22,0.0,0.0,0.0,20180801
189,BANCO FINANDINA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
190,BANCO FINANDINA,Bruto,214017.42,1696934.74,1640.97,0.0,20180801
191,BANCO FINANDINA,VIGENTE,202689.46,1597398.43,1474.2,0.0,20180801
192,BANCO MULTIBANK,+12 MESES,6884.72,0.0,0.0,0.0,20180801
193,BANCO MULTIBANK,+18 MESES,0.0,0.0,0.0,0.0,20180801
194,BANCO MULTIBANK,+4 MESES,0.0,0.0,0.0,0.0,20180801
195,BANCO MULTIBANK,+6 MESES,0.0,10546.88,0.0,0.0,20180801
196,BANCO MULTIBANK,1-2 MESES,0.0,307.27,0.0,0.0,20180801
197,BANCO MULTIBANK,1-3 MESES,3022.44,0.0,0.0,0.0,20180801
198,BANCO MULTIBANK,1-4 MESES,0.0,0.0,0.0,0.0,20180801
199,BANCO MULTIBANK,12-18 MESES,0.0,0.0,0.0,0.0,20180801
200,BANCO MULTIBANK,2-3 MESES,0.0,209.74,0.0,0.0,20180801
201,BANCO MULTIBANK,3-4 MESES,0.0,0.0,0.0,0.0,20180801
202,BANCO MULTIBANK,3-6 MESES,6000.03,544.25,0.0,0.0,20180801
203,BANCO MULTIBANK,4-6 MESES,0.0,0.0,0.0,0.0,20180801
204,BANCO MULTIBANK,6-12 MESES,5213.54,0.0,0.0,0.0,20180801
205,BANCO MULTIBANK,6-18 MESES,0.0,0.0,0.0,0.0,20180801
206,BANCO MULTIBANK,Bruto,261303.43,21808.82,0.0,0.0,20180801
207,BANCO MULTIBANK,VIGENTE,240182.7,10200.68,0.0,0.0,20180801
208,BANCO MUNDO MUJER,+12 MESES,569.24,0.0,0.0,0.0,20180801
209,BANCO MUNDO MUJER,+18 MESES,0.0,0.0,0.0,0.0,20180801
210,BANCO MUNDO MUJER,+4 MESES,0.0,0.0,30752.98,0.0,20180801
211,BANCO MUNDO MUJER,+6 MESES,0.0,1989.37,0.0,0.0,20180801
212,BANCO MUNDO MUJER,1-2 MESES,0.0,767.73,8766.1,0.0,20180801
213,BANCO MUNDO MUJER,1-3 MESES,750.4,0.0,0.0,0.0,20180801
214,BANCO MUNDO MUJER,1-4 MESES,0.0,0.0,0.0,0.0,20180801
215,BANCO MUNDO MUJER,12-18 MESES,0.0,0.0,0.0,0.0,20180801
216,BANCO MUNDO MUJER,2-3 MESES,0.0,589.76,7085.88,0.0,20180801
217,BANCO MUNDO MUJER,3-4 MESES,0.0,0.0,5546.440000000001,0.0,20180801
218,BANCO MUNDO MUJER,3-6 MESES,740.0,1423.23,0.0,0.0,20180801
219,BANCO MUNDO MUJER,4-6 MESES,0.0,0.0,0.0,0.0,20180801
220,BANCO MUNDO MUJER,6-12 MESES,1040.38,0.0,0.0,0.0,20180801
221,BANCO MUNDO MUJER,6-18 MESES,0.0,0.0,0.0,0.0,20180801
222,BANCO MUNDO MUJER,Bruto,125878.8,147457.24,1277207.74,0.0,20180801
223,BANCO MUNDO MUJER,VIGENTE,122778.78,142687.15,1225056.34,0.0,20180801
224,BANCO PICHINCHA,+12 MESES,16301.77,0.0,0.0,0.0,20180801
225,BANCO PICHINCHA,+18 MESES,0.0,0.0,0.0,0.0,20180801
226,BANCO PICHINCHA,+4 MESES,0.0,0.0,0.0,0.0,20180801
227,BANCO PICHINCHA,+6 MESES,0.0,75456.18,0.0,0.0,20180801
228,BANCO PICHINCHA,1-2 MESES,0.0,36973.41,0.0,0.0,20180801
229,BANCO PICHINCHA,1-3 MESES,8991.67,0.0,0.0,0.0,20180801
230,BANCO PICHINCHA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
231,BANCO PICHINCHA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
232,BANCO PICHINCHA,2-3 MESES,0.0,21637.11,0.0,0.0,20180801
233,BANCO PICHINCHA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
234,BANCO PICHINCHA,3-6 MESES,4200.03,45736.21,0.0,0.0,20180801
235,BANCO PICHINCHA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
236,BANCO PICHINCHA,6-12 MESES,6014.18,0.0,0.0,0.0,20180801
237,BANCO PICHINCHA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
238,BANCO PICHINCHA,Bruto,521151.8200000001,1939762.92,0.0,0.0,20180801
239,BANCO PICHINCHA,VIGENTE,485644.17,1759960.01,0.0,0.0,20180801
240,BANCO POPULAR,+12 MESES,83015.86,0.0,0.0,0.0,20180801
241,BANCO POPULAR,+18 MESES,0.0,0.0,0.0,2803.15,20180801
242,BANCO POPULAR,+4 MESES,0.0,0.0,453.87,0.0,20180801
243,BANCO POPULAR,+6 MESES,0.0,195956.83,0.0,0.0,20180801
244,BANCO POPULAR,1-2 MESES,0.0,44942.2,35.12,0.0,20180801
245,BANCO POPULAR,1-3 MESES,36532.81,0.0,0.0,0.0,20180801
246,BANCO POPULAR,1-4 MESES,0.0,0.0,0.0,20.47,20180801
247,BANCO POPULAR,12-18 MESES,0.0,0.0,0.0,1984.51,20180801
248,BANCO POPULAR,2-3 MESES,0.0,28280.04,35.45,0.0,20180801
249,BANCO POPULAR,3-4 MESES,0.0,0.0,9.47,0.0,20180801
250,BANCO POPULAR,3-6 MESES,34159.07,52775.24000000001,0.0,0.0,20180801
251,BANCO POPULAR,4-6 MESES,0.0,0.0,0.0,2360.01,20180801
252,BANCO POPULAR,6-12 MESES,15596.93,0.0,0.0,5275.42,20180801
253,BANCO POPULAR,6-18 MESES,0.0,0.0,0.0,0.0,20180801
254,BANCO POPULAR,Bruto,7228840.09,10373340.48,6069.969999999999,759151.7700000001,20180801
255,BANCO POPULAR,VIGENTE,7059535.42,10051386.17,5536.059999999999,746708.2100000001,20180801
256,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+12 MESES,735.75,0.0,0.0,0.0,20180801
257,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+18 MESES,0.0,0.0,0.0,0.0,20180801
258,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+4 MESES,0.0,0.0,0.0,0.0,20180801
259,BANCO SANTANDER DE NEGOCIOS COLOMBIA,+6 MESES,0.0,212.88,0.0,0.0,20180801
260,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-2 MESES,0.0,757.4,0.0,0.0,20180801
261,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-3 MESES,1560.0,0.0,0.0,0.0,20180801
262,BANCO SANTANDER DE NEGOCIOS COLOMBIA,1-4 MESES,0.0,0.0,0.0,0.0,20180801
263,BANCO SANTANDER DE NEGOCIOS COLOMBIA,12-18 MESES,0.0,0.0,0.0,0.0,20180801
264,BANCO SANTANDER DE NEGOCIOS COLOMBIA,2-3 MESES,0.0,330.72,0.0,0.0,20180801
265,BANCO SANTANDER DE NEGOCIOS COLOMBIA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
266,BANCO SANTANDER DE NEGOCIOS COLOMBIA,3-6 MESES,1019.62,229.06,0.0,0.0,20180801
267,BANCO SANTANDER DE NEGOCIOS COLOMBIA,4-6 MESES,0.0,0.0,0.0,0.0,20180801
268,BANCO SANTANDER DE NEGOCIOS COLOMBIA,6-12 MESES,0.0,0.0,0.0,0.0,20180801
269,BANCO SANTANDER DE NEGOCIOS COLOMBIA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
270,BANCO SANTANDER DE NEGOCIOS COLOMBIA,Bruto,1347977.73,53498.63,0.0,0.0,20180801
271,BANCO SANTANDER DE NEGOCIOS COLOMBIA,VIGENTE,1344662.36,51968.57,0.0,0.0,20180801
272,BANCOLOMBIA,+12 MESES,1389620.29,0.0,0.0,0.0,20180801
273,BANCOLOMBIA,+18 MESES,0.0,0.0,0.0,225173.13,20180801
274,BANCOLOMBIA,+4 MESES,0.0,0.0,51896.61,0.0,20180801
275,BANCOLOMBIA,+6 MESES,0.0,281954.57,0.0,0.0,20180801
276,BANCOLOMBIA,1-2 MESES,0.0,307178.61,14142.1,0.0,20180801
277,BANCOLOMBIA,1-3 MESES,630175.36,0.0,0.0,0.0,20180801
278,BANCOLOMBIA,1-4 MESES,0.0,0.0,0.0,14387.14,20180801
279,BANCOLOMBIA,12-18 MESES,0.0,0.0,0.0,85115.28,20180801
280,BANCOLOMBIA,2-3 MESES,0.0,189742.45,10982.47,0.0,20180801
281,BANCOLOMBIA,3-4 MESES,0.0,0.0,8172.65,0.0,20180801
282,BANCOLOMBIA,3-6 MESES,867535.56,408987.71,0.0,0.0,20180801
283,BANCOLOMBIA,4-6 MESES,0.0,0.0,0.0,88059.0,20180801
284,BANCOLOMBIA,6-12 MESES,1164347.86,0.0,0.0,128990.85,20180801
285,BANCOLOMBIA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
286,BANCOLOMBIA,Bruto,77570230.94000001,20386814.09,610879.51,12169604.73,20180801
287,BANCOLOMBIA,VIGENTE,73518551.87,19198950.75,525685.68,11627879.33,20180801
288,BANCOOMEVA,+12 MESES,11905.17,0.0,0.0,0.0,20180801
289,BANCOOMEVA,+18 MESES,0.0,0.0,0.0,7136.45,20180801
290,BANCOOMEVA,+4 MESES,0.0,0.0,0.0,0.0,20180801
291,BANCOOMEVA,+6 MESES,0.0,37775.86,0.0,0.0,20180801
292,BANCOOMEVA,1-2 MESES,0.0,53846.17000000001,0.0,0.0,20180801
293,BANCOOMEVA,1-3 MESES,7893.33,0.0,0.0,0.0,20180801
294,BANCOOMEVA,1-4 MESES,0.0,0.0,0.0,430.21,20180801
295,BANCOOMEVA,12-18 MESES,0.0,0.0,0.0,4836.77,20180801
296,BANCOOMEVA,2-3 MESES,0.0,24290.46,0.0,0.0,20180801
297,BANCOOMEVA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
298,BANCOOMEVA,3-6 MESES,4968.25,32459.48,0.0,0.0,20180801
299,BANCOOMEVA,4-6 MESES,0.0,0.0,0.0,4109.6,20180801
300,BANCOOMEVA,6-12 MESES,12394.63,0.0,0.0,9425.34,20180801
301,BANCOOMEVA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
302,BANCOOMEVA,Bruto,462122.88,2018323.82,0.0,943010.1599999999,20180801
303,BANCOOMEVA,VIGENTE,424961.5,1869951.85,0.0,917071.79,20180801
304,BBVA,+12 MESES,426672.41,0.0,0.0,0.0,20180801
305,BBVA,+18 MESES,0.0,0.0,0.0,108090.03,20180801
306,BBVA,+4 MESES,0.0,0.0,1.5,0.0,20180801
307,BBVA,+6 MESES,0.0,538395.2200000001,0.0,0.0,20180801
308,BBVA,1-2 MESES,0.0,221428.66,0.0,0.0,20180801
309,BBVA,1-3 MESES,138453.95,0.0,0.0,0.0,20180801
310,BBVA,1-4 MESES,0.0,0.0,0.0,13980.75,20180801
311,BBVA,12-18 MESES,0.0,0.0,0.0,50907.95,20180801
312,BBVA,2-3 MESES,0.0,118980.91,0.0,0.0,20180801
313,BBVA,3-4 MESES,0.0,0.0,0.0,0.0,20180801
314,BBVA,3-6 MESES,85540.79999999999,206096.09,0.0,0.0,20180801
315,BBVA,4-6 MESES,0.0,0.0,0.0,48572.28,20180801
316,BBVA,6-12 MESES,104900.69,0.0,0.0,79637.65,20180801
317,BBVA,6-18 MESES,0.0,0.0,0.0,0.0,20180801
