covid_id,Departamento,Cantidad Casos,FECHAFK,Estado
35980,CALDAS,1,20210216,Fallecido
35981,PUTUMAYO,109,20200818,Leve
35982,PUTUMAYO,19,20211225,Leve
35983,HUILA,27,20211221,Leve
35984,GUAJIRA,70,20200929,Leve
35985,VALLE,53,20210108,Fallecido
35986,CASANARE,2,20210719,
35987,SUCRE,78,20200924,Leve
35988,QUINDIO,1,20211122,
35989,CORDOBA,21,20210430,Fallecido
35990,VALLE,806,20210131,Leve
35991,SUCRE,1,20211222,Leve
35992,CORDOBA,38,20210102,Leve
35993,RISARALDA,1,20210423,
35994,META,98,20210410,Leve
35995,STA MARTA D.E.,2,20200409,Fallecido
35996,BOGOTA,901,20210302,Leve
35997,NORTE SANTANDER,3,20211023,Fallecido
35998,SUCRE,1,20201016,
35999,BOLIVAR,1,20200730,
36000,RISARALDA,1,20210413,
36001,STA MARTA D.E.,1,20210106,Fallecido
36002,STA MARTA D.E.,4,20210623,Fallecido
36003,CORDOBA,1,20210126,
36004,GUAJIRA,2,20211115,Fallecido
36005,CAUCA,2,20210214,Fallecido
36006,CUNDINAMARCA,2,20210702,leve
36007,CASANARE,1,20220112,Fallecido
36008,CUNDINAMARCA,55,20211220,Leve
36009,BOYACA,16,20210508,Fallecido
36010,ARAUCA,26,20210420,Leve
36011,SANTANDER,4,20210830,Fallecido
36012,SUCRE,5,20211223,Leve
36013,GUAJIRA,30,20200721,Leve
36014,CAUCA,1,20200617,Fallecido
36015,QUINDIO,1,20210910,Fallecido
36016,ATLANTICO,2,20220214,Fallecido
36017,CARTAGENA,3,20200518,
36018,HUILA,714,20210706,Leve
36019,CORDOBA,3,20201031,
36020,VALLE,4,20200909,
36021,VALLE,256,20220131,Leve
36022,GUAINIA,1,20210124,Leve
36023,VALLE,154,20200522,Leve
36024,GUAJIRA,41,20210302,Leve
36025,SUCRE,30,20210313,leve
36026,HUILA,2,20210310,Fallecido
36027,SAN ANDRES,4,20211017,Leve
36028,GUAINIA,8,20210605,Leve
36029,META,2,20220128,Moderado
36030,ATLANTICO,5,20210524,Fallecido
36031,GUAJIRA,4,20210930,Leve
36032,AMAZONAS,6,20210323,Leve
36033,BOGOTA,12,20210617,leve
36034,RISARALDA,4,20220113,
36035,SUCRE,421,20210612,Leve
36036,CORDOBA,2,20210719,
36037,NORTE SANTANDER,6,20200702,Leve
36038,TOLIMA,141,20210520,Leve
36039,GUAJIRA,2,20200824,Fallecido
36040,SANTANDER,270,20210808,Leve
36041,BOGOTA,11,20220214,Fallecido
36042,SAN ANDRES,48,20210423,Leve
36043,BOLIVAR,2,20201224,Fallecido
36044,CASANARE,54,20210127,Leve
36045,HUILA,17,20200727,Leve
36046,META,22,20200506,Leve
36047,ANTIOQUIA,1,20211002,
36048,GUAJIRA,499,20220123,Leve
36049,ANTIOQUIA,16,20201103,Fallecido
36050,GUAVIARE,1,20211019,
36051,HUILA,30,20211224,Leve
36052,CARTAGENA,23,20200430,Leve
36053,STA MARTA D.E.,5,20200711,Fallecido
36054,VAUPES,1,20210710,Leve
36055,AMAZONAS,5,20210709,Leve
36056,CAUCA,4,20200726,Fallecido
36057,MAGDALENA,2,20210622,Fallecido
36058,TOLIMA,3,20210828,Fallecido
36059,NARIÑO,1,20210901,
36060,BOGOTA,1,20210723,leve
36061,ANTIOQUIA,91,20210405,Fallecido
36062,NORTE SANTANDER,1,20201224,
36063,ATLANTICO,151,20210723,Leve
36064,STA MARTA D.E.,115,20201126,Leve
36065,CUNDINAMARCA,2,20201108,
36066,SANTANDER,506,20201127,Leve
36067,AMAZONAS,5,20200618,Leve
36068,META,2,20200718,
36069,GUAINIA,2,20211215,Leve
36070,VALLE,2,20210313,
36071,GUAJIRA,1,20200703,
36072,SANTANDER,1,20201201,
36073,ANTIOQUIA,"2,053",20201031,Leve
36074,ATLANTICO,41,20210905,Leve
36075,CASANARE,1,20210107,Fallecido
36076,META,1,20210818,
36077,GUAINIA,1,20210327,Leve
36078,ARAUCA,1,20220120,
36079,TOLIMA,6,20211014,Leve
36080,CAUCA,19,20210911,Leve
36081,META,3,20220212,Fallecido
36082,META,1,20210513,
36083,GUAJIRA,1,20200607,Leve
36084,STA MARTA D.E.,43,20210909,Leve
36085,ARAUCA,4,20201226,Leve
36086,CASANARE,14,20210904,Leve
36087,NORTE SANTANDER,31,20210821,Leve
36088,RISARALDA,2,20201225,
36089,MAGDALENA,61,20210516,Leve
36090,NARIÑO,7,20201230,Fallecido
36091,STA MARTA D.E.,58,20201107,Leve
36092,ATLANTICO,26,20210403,Fallecido
36093,CESAR,337,20210620,Leve
36094,HUILA,9,20200428,Leve
36095,QUINDIO,382,20220121,Leve
36096,GUAJIRA,3,20210902,Leve
36097,CUNDINAMARCA,2,20201118,
36098,TOLIMA,13,20201019,Fallecido
36099,BOLIVAR,1,20210603,
36100,VALLE,127,20211009,Leve
36101,CARTAGENA,52,20210819,Leve
36102,CAUCA,5,20220202,Fallecido
36103,CESAR,3,20200623,Leve
36104,CALDAS,32,20220221,Leve
36105,ATLANTICO,58,20211122,Leve
36106,BOGOTA,11,20200523,Fallecido
36107,ARAUCA,1,20210728,Fallecido
36108,PUTUMAYO,3,20210425,Fallecido
36109,CALDAS,3,20200514,Leve
36110,STA MARTA D.E.,110,20210208,Leve
36111,SANTANDER,20,20201205,Fallecido
36112,META,4,20210711,Fallecido
36113,NARIÑO,35,20210328,Leve
36114,BOGOTA,408,20211208,Leve
36115,NORTE SANTANDER,46,20210402,Leve
36116,BOGOTA,25,20210126,
36117,ATLANTICO,213,20210709,Leve
36118,CAUCA,2,20200819,
36119,CESAR,1,20211210,Fallecido
36120,PUTUMAYO,3,20220119,Fallecido
36121,TOLIMA,106,20201002,Leve
36122,BARRANQUILLA,6,20201212,Fallecido
36123,VICHADA,7,20211209,Leve
36124,CAQUETA,1,20210114,
36125,SUCRE,10,20211007,Leve
36126,ANTIOQUIA,9,20200819,
36127,CARTAGENA,186,20210202,Leve
36128,NARIÑO,129,20210730,Leve
36129,ANTIOQUIA,14,20200929,Fallecido
36130,CASANARE,21,20200829,Leve
36131,VALLE,12,20210520,Fallecido
36132,META,210,20201111,Leve
36133,QUINDIO,2,20200806,Fallecido
36134,NARIÑO,178,20200823,Leve
36135,CAQUETA,76,20210202,Leve
36136,CARTAGENA,79,20200916,Leve
36137,SUCRE,2,20210807,
36138,BOYACA,2,20210403,Fallecido
36139,NARIÑO,119,20201031,Leve
36140,CARTAGENA,75,20200602,Leve
36141,VAUPES,2,20201224,Leve
36142,CUNDINAMARCA,379,20201116,Leve
36143,NARIÑO,206,20210713,Leve
36144,SUCRE,17,20220219,Leve
36145,CESAR,6,20200804,Fallecido
36146,BOLIVAR,14,20210126,Leve
36147,RISARALDA,2,20220116,
36148,BOGOTA,"1,534",20211229,Leve
36149,CORDOBA,16,20200712,Fallecido
36150,CASANARE,4,20210613,Fallecido
36151,ATLANTICO,1,20220130,
36152,AMAZONAS,10,20210130,Leve
36153,AMAZONAS,173,20200518,Leve
36154,CALDAS,1,20210731,
36155,CASANARE,1,20210907,Fallecido
36156,BOGOTA,142,20211011,Leve
36157,SANTANDER,109,20211228,Leve
36158,MAGDALENA,16,20211013,Leve
36159,ATLANTICO,190,20200605,Leve
36160,BARRANQUILLA,51,20210417,Fallecido
36161,MAGDALENA,1,20210329,
36162,SUCRE,64,20210118,Leve
36163,QUINDIO,2,20200907,Fallecido
36164,CORDOBA,4,20200612,Leve
36165,CAUCA,3,20220131,
36166,SAN ANDRES,2,20210603,Fallecido
36167,BOYACA,608,20210610,Leve
36168,CORDOBA,639,20210716,Leve
36169,QUINDIO,146,20210720,Leve
36170,NARIÑO,91,20200717,Leve
36171,AMAZONAS,1,20200613,Fallecido
36172,BOGOTA,846,20210303,Leve
36173,META,256,20210523,Leve
36174,ANTIOQUIA,16,20210804,Fallecido
36175,CAUCA,3,20211109,
36176,CORDOBA,54,20220219,Leve
36177,CAQUETA,2,20211020,Leve
36178,CALDAS,22,20210817,Leve
36179,GUAJIRA,3,20210607,Fallecido
36180,BOLIVAR,10,20210909,Leve
36181,CAQUETA,28,20210122,Leve
36182,BOLIVAR,5,20210515,Fallecido
36183,BARRANQUILLA,24,20200511,Leve
36184,CESAR,15,20210626,Fallecido
36185,VALLE,7,20200914,Fallecido
36186,HUILA,3,20211215,Fallecido
36187,MAGDALENA,2,20200812,Fallecido
36188,ATLANTICO,13,20200606,Fallecido
36189,GUAJIRA,63,20201203,Leve
36190,HUILA,13,20200915,Fallecido
36191,BOLIVAR,4,20200529,Leve
36192,ATLANTICO,"1,168",20210412,Leve
36193,STA MARTA D.E.,3,20210812,Fallecido
36194,CESAR,108,20200730,Leve
36195,VICHADA,12,20210505,Leve
36196,NARIÑO,10,20200810,Fallecido
36197,NARIÑO,14,20211030,Leve
36198,CAUCA,145,20210814,Leve
36199,SANTANDER,283,20220103,Leve
36200,CHOCO,2,20201126,Leve
36201,ANTIOQUIA,7,20210408,
36202,TOLIMA,9,20210607,Fallecido
36203,BOLIVAR,45,20200626,Leve
36204,CAUCA,7,20210629,
36205,BOYACA,61,20210317,Leve
36206,CHOCO,12,20210211,Leve
36207,BOLIVAR,12,20210929,Leve
36208,CUNDINAMARCA,264,20210225,Leve
36209,BOGOTA,22,20200811,
36210,CALDAS,27,20211114,Leve
36211,META,4,20200923,Fallecido
36212,BOLIVAR,1,20201213,Fallecido
36213,SUCRE,2,20210707,
36214,BOGOTA,123,20210710,Fallecido
36215,GUAINIA,26,20210526,Leve
36216,NORTE SANTANDER,391,20201220,Leve
36217,SANTANDER,24,20220124,Moderado
36218,CARTAGENA,23,20211221,Leve
36219,NARIÑO,102,20200927,Leve
36220,PUTUMAYO,32,20210516,Leve
36221,RISARALDA,202,20210730,Leve
36222,CARTAGENA,51,20210826,Leve
36223,RISARALDA,8,20210711,Fallecido
36224,BOLIVAR,54,20201012,Leve
36225,ANTIOQUIA,"1,145",20200909,Leve
36226,BOGOTA,3,20211115,
36227,CALDAS,518,20220109,Leve
36228,NARIÑO,6,20220131,Fallecido
36229,ATLANTICO,37,20200711,Fallecido
36230,PUTUMAYO,46,20210202,Leve
36231,BOYACA,1,20210930,
36232,MAGDALENA,117,20210513,Leve
36233,CARTAGENA,1,20210225,Fallecido
36234,CAUCA,25,20210914,Leve
36235,GUAJIRA,1,20210204,
36236,HUILA,2,20201002,
36237,SANTANDER,3,20211106,Fallecido
36238,ARAUCA,2,20210613,Fallecido
36239,RISARALDA,2,20210208,Fallecido
36240,NORTE SANTANDER,36,20210101,Fallecido
36241,CAUCA,1,20211214,Fallecido
36242,GUAJIRA,5,20210404,Fallecido
36243,NARIÑO,2,20220109,Fallecido
36244,MAGDALENA,4,20220103,Leve
36245,CESAR,1,20211111,
36246,META,133,20210504,Leve
36247,SAN ANDRES,55,20210519,Leve
36248,CESAR,5,20200525,Leve
36249,PUTUMAYO,17,20201129,Leve
36250,CORDOBA,103,20201016,Leve
36251,CESAR,82,20200723,Leve
36252,SUCRE,49,20201017,Leve
36253,META,102,20220220,Leve
36254,BOLIVAR,2,20210428,Fallecido
36255,NORTE SANTANDER,3,20201123,Fallecido
36256,ANTIOQUIA,16,20220113,Moderado
36257,HUILA,3,20210503,Fallecido
36258,NARIÑO,2,20200524,Fallecido
36259,CUNDINAMARCA,156,20210326,Leve
36260,CAQUETA,70,20201029,Leve
36261,SUCRE,501,20210619,Leve
36262,TOLIMA,117,20210731,Leve
36263,SAN ANDRES,1,20200923,Fallecido
36264,BARRANQUILLA,1,20211015,
36265,NORTE SANTANDER,3,20200522,Leve
36266,CESAR,101,20201127,Leve
36267,VALLE,32,20210501,Fallecido
36268,CARTAGENA,265,20210726,Leve
36269,GUAJIRA,116,20200718,Leve
36270,CORDOBA,2,20210415,
36271,ARAUCA,1,20201127,Fallecido
36272,STA MARTA D.E.,76,20210819,Leve
36273,TOLIMA,45,20211230,Leve
36274,HUILA,1,20220121,
36275,CASANARE,2,20201221,Fallecido
36276,STA MARTA D.E.,30,20210419,Fallecido
36277,SANTANDER,3,20201106,
36278,BOLIVAR,5,20220217,Leve
36279,SANTANDER,17,20200724,Fallecido
36280,ANTIOQUIA,8,20210514,
36281,BOGOTA,"2,819",20200722,Leve
36282,TOLIMA,20,20211102,Leve
36283,BOGOTA,"7,563",20210513,Leve
36284,TOLIMA,6,20210122,
36285,CUNDINAMARCA,123,20200727,Leve
36286,STA MARTA D.E.,158,20201223,Leve
36287,QUINDIO,1,20210604,
36288,CUNDINAMARCA,47,20200609,Leve
36289,NARIÑO,10,20220119,Fallecido
36290,CORDOBA,10,20211022,Leve
36291,NORTE SANTANDER,231,20210124,Leve
36292,VALLE,261,20211203,Leve
36293,CASANARE,4,20210503,Fallecido
36294,CUNDINAMARCA,4,20201122,
36295,CORDOBA,413,20210512,Leve
36296,TOLIMA,11,20200708,Leve
36297,META,2,20200727,Fallecido
36298,BARRANQUILLA,3,20210821,Fallecido
36299,BOGOTA,2,20220111,
36300,CARTAGENA,1,20200910,Fallecido
36301,CASANARE,6,20210727,Fallecido
36302,RISARALDA,553,20210620,Leve
36303,CORDOBA,27,20201227,Leve
36304,RISARALDA,200,20210713,Leve
36305,CUNDINAMARCA,484,20201222,Leve
36306,BOYACA,1,20211024,
36307,RISARALDA,116,20200816,Leve
36308,CUNDINAMARCA,405,20200817,Leve
36309,CAQUETA,3,20210830,Fallecido
36310,CAUCA,255,20210122,Leve
36311,BARRANQUILLA,3,20201129,Fallecido
36312,STA MARTA D.E.,344,20210321,Leve
36313,SANTANDER,4,20201225,
36314,HUILA,65,20210409,Leve
36315,MAGDALENA,3,20200423,Leve
36316,CHOCO,13,20220131,Leve
36317,META,2,20211223,leve
36318,CORDOBA,256,20200717,Leve
36319,CESAR,12,20200902,Fallecido
36320,ANTIOQUIA,786,20210203,Leve
36321,CUNDINAMARCA,1,20220106,
36322,NARIÑO,97,20200624,Leve
36323,GUAJIRA,37,20211009,Leve
36324,HUILA,3,20200810,
36325,BOYACA,1,20200416,Leve
36326,ATLANTICO,15,20210517,Fallecido
36327,BOYACA,546,20220112,Leve
36328,HUILA,5,20210812,Fallecido
36329,NARIÑO,6,20200728,Fallecido
36330,CESAR,1,20200420,Fallecido
36331,CARTAGENA,9,20210416,Fallecido
36332,BOYACA,2,20210222,
36333,HUILA,2,20210727,
36334,CARTAGENA,1,20210224,Fallecido
36335,TOLIMA,24,20210704,Fallecido
36336,CAUCA,169,20220104,Leve
36337,ATLANTICO,2,20201125,Fallecido
36338,QUINDIO,1,20200911,Fallecido
36339,BOGOTA,"1,229",20201008,Leve
36340,RISARALDA,4,20210429,leve
36341,HUILA,6,20200705,Leve
36342,BOGOTA,13,20201217,
36343,PUTUMAYO,1,20200818,
36344,CASANARE,65,20201229,Leve
36345,QUINDIO,1,20201207,
36346,ANTIOQUIA,7,20200922,
36347,ANTIOQUIA,31,20200728,Fallecido
36348,GUAJIRA,112,20211126,Leve
36349,ANTIOQUIA,17,20200727,
36350,CESAR,251,20210529,Leve
36351,CORDOBA,135,20210214,Leve
36352,ARAUCA,2,20210711,Fallecido
36353,TOLIMA,210,20200915,Leve
36354,PUTUMAYO,5,20210926,Leve
36355,BOYACA,1,20210726,
36356,CUNDINAMARCA,50,20210511,Fallecido
36357,CORDOBA,119,20210122,Leve
36358,BOGOTA,"1,296",20201001,Leve
36359,HUILA,23,20210116,Fallecido
36360,RISARALDA,18,20211001,Leve
36361,NORTE SANTANDER,150,20201009,Leve
36362,META,8,20210610,Fallecido
36363,TOLIMA,1,20210505,
36364,NORTE SANTANDER,11,20210102,Fallecido
36365,ARAUCA,22,20211030,Leve
36366,CAQUETA,37,20200718,Leve
36367,CAQUETA,13,20210830,Leve
36368,BARRANQUILLA,1,20200902,
36369,ATLANTICO,64,20210921,Leve
36370,CARTAGENA,3,20210602,
36371,STA MARTA D.E.,92,20201227,Leve
36372,META,41,20220223,Leve
36373,SUCRE,11,20211014,Leve
36374,CHOCO,17,20210212,Leve
36375,CASANARE,153,20210121,Leve
36376,META,32,20210314,Leve
36377,CAUCA,2,20210712,
36378,HUILA,38,20210707,Fallecido
36379,ANTIOQUIA,5,20210918,Fallecido
36380,BOYACA,59,20220211,Leve
36381,CESAR,200,20200930,Leve
36382,MAGDALENA,2,20201009,Fallecido
36383,ATLANTICO,68,20201007,Leve
36384,CORDOBA,91,20210812,Leve
36385,SAN ANDRES,1,20200411,Leve
36386,SUCRE,103,20210404,Leve
36387,CUNDINAMARCA,32,20210509,Fallecido
36388,CARTAGENA,8,20201216,Fallecido
36389,VALLE,198,20200605,Leve
36390,CARTAGENA,1,20210709,Fallecido
36391,AMAZONAS,1,20220125,
36392,SANTANDER,473,20210128,Leve
36393,SUCRE,3,20211215,Leve
36394,QUINDIO,249,20210702,Leve
36395,QUINDIO,21,20210824,Leve
36396,CUNDINAMARCA,2,20211108,Fallecido
36397,ANTIOQUIA,50,20210611,Fallecido
36398,RISARALDA,9,20200801,Fallecido
36399,NARIÑO,4,20210207,Fallecido
36400,BOYACA,1,20200826,Fallecido
36401,CORDOBA,34,20210627,Fallecido
36402,NORTE SANTANDER,16,20210930,Leve
36403,GUAJIRA,1,20210709,Fallecido
36404,VALLE,3,20210731,
36405,NORTE SANTANDER,259,20201226,Leve
36406,NORTE SANTANDER,1,20211011,Fallecido
36407,GUAJIRA,19,20211024,Leve
36408,CASANARE,3,20210425,Fallecido
36409,VALLE,2,20210203,
36410,CUNDINAMARCA,3,20200822,
36411,PUTUMAYO,5,20211210,Leve
36412,AMAZONAS,6,20210720,Leve
36413,CAQUETA,1,20201211,Fallecido
36414,ANTIOQUIA,521,20211213,Leve
36415,BARRANQUILLA,84,20201110,Leve
36416,BARRANQUILLA,367,20210101,Leve
36417,CAUCA,3,20200812,Fallecido
36418,CAQUETA,23,20220207,Leve
36419,ANTIOQUIA,59,20210329,Fallecido
36420,QUINDIO,2,20210313,Fallecido
36421,CHOCO,6,20201014,Leve
36422,VALLE,377,20200716,Leve
36423,BOYACA,1,20210428,leve
36424,NARIÑO,6,20220111,Leve
36425,PUTUMAYO,112,20210428,Leve
36426,CALDAS,149,20201007,Leve
36427,STA MARTA D.E.,2,20200905,Fallecido
36428,AMAZONAS,67,20210221,Leve
36429,BARRANQUILLA,204,20200815,Leve
36430,MAGDALENA,1,20211225,Fallecido
36431,BOLIVAR,36,20210119,Leve
36432,SANTANDER,10,20220217,Moderado
36433,ANTIOQUIA,6,20201116,
36434,ANTIOQUIA,68,20210701,Fallecido
36435,CORDOBA,2,20220205,Fallecido
36436,ANTIOQUIA,1,20220101,Grave
36437,QUINDIO,165,20220130,Leve
36438,CALDAS,2,20201003,
36439,CALDAS,94,20200829,Leve
36440,ATLANTICO,1,20220127,Moderado
36441,QUINDIO,201,20210119,Leve
36442,QUINDIO,1,20210622,Fallecido
36443,META,45,20200426,Leve
36444,BOYACA,1,20200331,Leve
36445,QUINDIO,491,20220111,leve
36446,BOLIVAR,5,20210524,Fallecido
36447,PUTUMAYO,79,20200804,Leve
36448,ARAUCA,122,20210612,Leve
36449,CAUCA,1,20201223,Fallecido
36450,STA MARTA D.E.,3,20210129,Fallecido
36451,CORDOBA,42,20210114,Leve
36452,BARRANQUILLA,28,20200613,Fallecido
36453,BOYACA,7,20210715,Fallecido
36454,CORDOBA,1,20210809,leve
36455,HUILA,10,20201107,Fallecido
36456,NORTE SANTANDER,53,20210125,Leve
36457,CALDAS,1,20210306,
36458,MAGDALENA,136,20210305,Leve
36459,CUNDINAMARCA,16,20210519,
36460,VALLE,6,20200710,
36461,CALDAS,50,20200815,Leve
36462,VALLE,28,20201003,Fallecido
36463,BOGOTA,9,20201213,
36464,NARIÑO,14,20211011,Leve
36465,VALLE,7,20200524,Fallecido
36466,CASANARE,2,20201111,Fallecido
36467,PUTUMAYO,1,20200819,
36468,CAUCA,3,20211013,Fallecido
36469,BOGOTA,"3,183",20210126,Leve
36470,CAQUETA,92,20210623,Leve
36471,NARIÑO,7,20220207,Fallecido
36472,MAGDALENA,89,20210301,Leve
36473,QUINDIO,5,20200920,Fallecido
36474,SAN ANDRES,2,20210601,Fallecido
36475,SUCRE,1,20210731,Fallecido
36476,SUCRE,16,20200721,Fallecido
36477,ATLANTICO,1,20210204,
36478,STA MARTA D.E.,1,20220129,Fallecido
36479,STA MARTA D.E.,3,20210423,
36480,STA MARTA D.E.,88,20210228,Leve
36481,QUINDIO,1,20201118,
36482,VICHADA,1,20210918,Fallecido
36483,TOLIMA,1,20210510,
36484,SUCRE,225,20210429,Leve
36485,CAQUETA,1,20220113,Moderado
36486,TOLIMA,615,20201214,Leve
36487,CUNDINAMARCA,950,20210515,Leve
36488,GUAJIRA,91,20210708,Leve
36489,ANTIOQUIA,"1,206",20210129,Leve
36490,CASANARE,45,20210212,Leve
36491,GUAJIRA,128,20211121,Leve
36492,HUILA,48,20210821,Leve
36493,TOLIMA,13,20200707,Leve
36494,QUINDIO,45,20211215,Leve
36495,ANTIOQUIA,"1,674",20201113,Leve
36496,VALLE,9,20200412,Leve
36497,QUINDIO,3,20200905,Fallecido
36498,BARRANQUILLA,1,20200925,Fallecido
36499,HUILA,128,20220207,Leve
36500,MAGDALENA,27,20211104,Leve
36501,NARIÑO,2,20201007,
36502,RISARALDA,205,20201207,Leve
36503,VAUPES,1,20220212,Leve
36504,NORTE SANTANDER,180,20201014,Leve
36505,AMAZONAS,5,20220124,leve
36506,CESAR,1,20211230,Fallecido
36507,BOYACA,63,20200811,Leve
36508,CALDAS,2,20201102,
36509,BOGOTA,"1,719",20220103,Leve
36510,CAQUETA,2,20210211,Fallecido
36511,SUCRE,1,20210828,Fallecido
36512,CESAR,2,20201207,Fallecido
36513,VICHADA,8,20210629,Leve
36514,BOYACA,305,20220128,Leve
36515,BOGOTA,19,20200620,Fallecido
36516,PUTUMAYO,1,20200816,
36517,BOLIVAR,2,20210106,Fallecido
36518,QUINDIO,7,20210524,Fallecido
36519,HUILA,11,20210301,leve
36520,QUINDIO,142,20210713,Leve
36521,ATLANTICO,3,20200520,Fallecido
36522,BOLIVAR,1,20200728,
36523,BOYACA,106,20200816,Leve
36524,TOLIMA,3,20210410,Fallecido
36525,BARRANQUILLA,2,20210215,Fallecido
36526,BARRANQUILLA,5,20210312,
36527,SAN ANDRES,130,20200919,Leve
36528,META,173,20201215,Leve
36529,SANTANDER,3,20220107,Moderado
36530,AMAZONAS,12,20201102,Leve
36531,TOLIMA,4,20211010,Leve
36532,ATLANTICO,56,20201028,Leve
36533,ATLANTICO,3,20210124,
36534,BARRANQUILLA,1,20201025,Fallecido
36535,BOGOTA,17,20210620,
36536,CALDAS,515,20220112,Leve
36537,TOLIMA,359,20210119,Leve
36538,BOGOTA,26,20210320,Fallecido
36539,HUILA,3,20201206,Fallecido
36540,CALDAS,6,20201002,Fallecido
36541,BOGOTA,5,20201006,
36542,NORTE SANTANDER,13,20201101,Fallecido
36543,VALLE,391,20211222,Leve
36544,VALLE,17,20220125,
36545,VALLE,280,20210503,Leve
36546,RISARALDA,121,20201201,Leve
36547,BARRANQUILLA,4,20210724,Fallecido
36548,SUCRE,1,20201125,
36549,CASANARE,14,20210524,Fallecido
36550,RISARALDA,1,20210308,
36551,CALDAS,252,20210609,Leve
36552,CAQUETA,12,20210312,Leve
36553,PUTUMAYO,39,20200722,Leve
36554,CASANARE,3,20200922,Fallecido
36555,CARTAGENA,2,20210424,
36556,BOLIVAR,1,20200621,
36557,HUILA,11,20211029,Leve
36558,RISARALDA,4,20201024,Fallecido
36559,CARTAGENA,848,20210611,Leve
36560,BOYACA,349,20220125,Leve
36561,CASANARE,139,20210721,Leve
36562,CAQUETA,23,20210130,Leve
36563,SANTANDER,67,20210820,Leve
36564,ATLANTICO,195,20210101,Leve
36565,BOLIVAR,183,20220118,Leve
36566,CUNDINAMARCA,2,20200611,Fallecido
36567,BOGOTA,66,20210510,Fallecido
36568,TOLIMA,28,20210330,Leve
36569,CESAR,2,20210812,Fallecido
36570,ANTIOQUIA,9,20200914,
36571,AMAZONAS,4,20210224,Fallecido
36572,RISARALDA,1,20210405,
36573,BOGOTA,26,20200728,
36574,NARIÑO,14,20201218,Fallecido
36575,CESAR,2,20210916,Fallecido
36576,CAUCA,8,20220126,Fallecido
36577,ANTIOQUIA,2,20200510,Leve
36578,BOYACA,2,20210210,
36579,BOLIVAR,1,20211008,Fallecido
36580,VALLE,1,20201018,
36581,VALLE,15,20200922,Fallecido
36582,BOGOTA,9,20200928,
36583,CALDAS,88,20210314,Leve
36584,RISARALDA,2,20201214,Fallecido
36585,BOYACA,34,20211226,Leve
36586,CUNDINAMARCA,"1,831",20220116,Leve
36587,SANTANDER,209,20201103,Leve
36588,ATLANTICO,4,20200707,
36589,QUINDIO,1,20210529,
36590,CAUCA,45,20201221,Leve
36591,BOYACA,5,20201115,Fallecido
36592,META,6,20210129,Fallecido
36593,NORTE SANTANDER,4,20211017,Fallecido
36594,NARIÑO,48,20210228,Leve
36595,META,304,20210102,Leve
36596,PUTUMAYO,7,20201104,Leve
36597,CASANARE,1,20210116,
36598,ANTIOQUIA,"1,483",20201119,Leve
36599,CHOCO,3,20200607,Fallecido
36600,STA MARTA D.E.,2,20200812,
36601,TOLIMA,73,20210411,Leve
36602,ANTIOQUIA,3,20210826,
36603,STA MARTA D.E.,2,20220121,Moderado
36604,ATLANTICO,4,20210606,Fallecido
36605,BOGOTA,24,20201031,Fallecido
36606,GUAVIARE,10,20201210,Leve
36607,BARRANQUILLA,1,20210603,
36608,RISARALDA,8,20210929,Leve
36609,BOGOTA,114,20210520,Fallecido
36610,ANTIOQUIA,"2,962",20210609,Leve
36611,SANTANDER,473,20210123,Leve
36612,VALLE,"1,787",20200812,Leve
36613,SANTANDER,1,20210421,
36614,HUILA,7,20210102,Fallecido
36615,BOGOTA,7,20220214,Grave
36616,ARAUCA,2,20200809,Fallecido
36617,RISARALDA,4,20210202,Fallecido
36618,SUCRE,4,20211012,Leve
36619,CAUCA,2,20220201,Fallecido
36620,CARTAGENA,112,20201007,Leve
36621,VALLE,7,20210418,
36622,BOYACA,138,20210131,Leve
36623,CASANARE,23,20210214,Leve
36624,MAGDALENA,132,20210603,Leve
36625,BOGOTA,20,20200613,Fallecido
36626,CUNDINAMARCA,252,20200826,Leve
36627,QUINDIO,132,20210508,Leve
36628,BARRANQUILLA,7,20201203,Fallecido
36629,TOLIMA,828,20201225,Leve
36630,BOYACA,4,20200805,Fallecido
36631,CALDAS,1,20210213,Fallecido
36632,GUAVIARE,6,20201219,Leve
36633,GUAJIRA,3,20210107,Fallecido
36634,CESAR,4,20210330,Fallecido
36635,CALDAS,2,20200630,Leve
36636,TOLIMA,23,20210616,Fallecido
36637,SUCRE,108,20210721,Leve
36638,GUAINIA,1,20211215,Fallecido
36639,HUILA,432,20210611,Leve
36640,SAN ANDRES,3,20211011,Leve
36641,GUAJIRA,3,20220202,Fallecido
36642,VALLE,32,20210408,Fallecido
36643,BARRANQUILLA,2,20200321,Leve
36644,QUINDIO,3,20210310,Fallecido
36645,STA MARTA D.E.,27,20211005,leve
36646,QUINDIO,219,20220131,Leve
36647,CUNDINAMARCA,211,20200728,Leve
36648,ANTIOQUIA,421,20211222,Leve
36649,HUILA,535,20210117,Leve
36650,CESAR,1,20210310,Fallecido
36651,BOLIVAR,1,20211107,Fallecido
36652,ANTIOQUIA,3,20201110,
36653,CARTAGENA,1,20200504,
36654,BOGOTA,57,20200914,Fallecido
36655,SANTANDER,50,20210908,Leve
36656,BOGOTA,"3,175",20200725,Leve
36657,SUCRE,2,20201111,Fallecido
36658,CARTAGENA,100,20211122,Leve
36659,ANTIOQUIA,7,20201211,
36660,CHOCO,11,20200825,Leve
36661,CARTAGENA,89,20200813,Leve
