covid_id,Departamento,Cantidad Casos,FECHAFK,Estado
3246,PUTUMAYO,2,20210618,Fallecido
3247,CESAR,7,20210609,Fallecido
3248,RISARALDA,1,20201114,
3249,CUNDINAMARCA,6,20210507,
3250,CORDOBA,1,20220114,Grave
3251,PUTUMAYO,7,20200717,Leve
3252,GUAJIRA,46,20200722,Leve
3253,BOGOTA,22,20210527,
3254,BOGOTA,"6,067",20201231,Leve
3255,TOLIMA,22,20211104,Leve
3256,CHOCO,3,20210603,Fallecido
3257,CARTAGENA,1,20201008,
3258,BOLIVAR,32,20200725,Leve
3259,ANTIOQUIA,11,20200902,
3260,GUAVIARE,4,20211215,Leve
3261,MAGDALENA,3,20210513,Fallecido
3262,NORTE SANTANDER,16,20201105,Fallecido
3263,ARAUCA,1,20210924,Leve
3264,CESAR,9,20210415,Fallecido
3265,BOYACA,1,20210618,
3266,AMAZONAS,1,20210819,Fallecido
3267,ARAUCA,13,20211205,Leve
3268,BARRANQUILLA,2,20211028,Fallecido
3269,SANTANDER,255,20201215,Leve
3270,NORTE SANTANDER,25,20201222,Fallecido
3271,ARAUCA,22,20200929,Leve
3272,BOGOTA,2,20210719,leve
3273,MAGDALENA,4,20200910,Fallecido
3274,ARAUCA,2,20210830,Leve
3275,META,1,20200606,Fallecido
3276,CUNDINAMARCA,380,20201203,Leve
3277,NARIÑO,274,20201231,Leve
3278,SANTANDER,3,20210306,Fallecido
3279,CUNDINAMARCA,4,20201224,
3280,BOGOTA,"3,139",20210720,Leve
3281,PUTUMAYO,125,20210504,Leve
3282,ARAUCA,1,20210904,Fallecido
3283,SUCRE,8,20210317,Fallecido
3284,BOLIVAR,104,20210722,Leve
3285,CASANARE,97,20210425,Leve
3286,CARTAGENA,2,20210110,
3287,NARIÑO,42,20200505,Leve
3288,META,51,20210301,Leve
3289,CUNDINAMARCA,3,20220220,Fallecido
3290,VALLE,648,20200816,Leve
3291,MAGDALENA,7,20210423,Fallecido
3292,GUAJIRA,1,20201017,Fallecido
3293,GUAJIRA,7,20200721,Fallecido
3294,NARIÑO,16,20211114,Leve
3295,SANTANDER,24,20220116,Moderado
3296,STA MARTA D.E.,1,20201008,
3297,CORDOBA,52,20210904,Leve
3298,STA MARTA D.E.,179,20210312,Leve
3299,CHOCO,1,20220131,
3300,ATLANTICO,3,20200903,Fallecido
3301,CAUCA,28,20211213,Leve
3302,CAUCA,1,20200705,Fallecido
3303,ATLANTICO,5,20210122,Fallecido
3304,CAQUETA,10,20210216,Leve
3305,ATLANTICO,41,20200928,Leve
3306,META,158,20201110,Leve
3307,CARTAGENA,161,20201002,Leve
3308,HUILA,263,20201018,Leve
3309,NARIÑO,3,20210326,Fallecido
3310,ANTIOQUIA,320,20210908,Leve
3311,SUCRE,80,20200817,Leve
3312,CAQUETA,1,20201010,
3313,ANTIOQUIA,"1,579",20200927,Leve
3314,CUNDINAMARCA,1,20210810,
3315,META,1,20210911,Fallecido
3316,VICHADA,2,20200818,Leve
3317,CAQUETA,5,20210829,Leve
3318,CORDOBA,34,20201226,Leve
3319,CASANARE,1,20210226,
3320,BOGOTA,275,20211213,Leve
3321,SANTANDER,7,20210223,Fallecido
3322,CORDOBA,54,20210830,Leve
3323,BOGOTA,"5,539",20210120,Leve
3324,HUILA,1,20210302,
3325,CUNDINAMARCA,9,20200917,Fallecido
3326,PUTUMAYO,83,20210623,Leve
3327,META,1,20200918,
3328,NORTE SANTANDER,16,20210630,Fallecido
3329,VAUPES,9,20200819,Leve
3330,SANTANDER,342,20200924,Leve
3331,MAGDALENA,50,20200711,Leve
3332,ATLANTICO,17,20210326,Fallecido
3333,SUCRE,2,20210323,Fallecido
3334,ATLANTICO,3,20220120,Fallecido
3335,ARAUCA,3,20210818,leve
3336,TOLIMA,1,20211003,Fallecido
3337,NORTE SANTANDER,1,20211228,Fallecido
3338,BOGOTA,"2,538",20200727,Leve
3339,CAQUETA,51,20201207,Leve
3340,BOYACA,12,20200930,Fallecido
3341,QUINDIO,2,20220107,Moderado
3342,ANTIOQUIA,21,20210201,Fallecido
3343,BOLIVAR,2,20210311,leve
3344,QUINDIO,4,20200531,Leve
3345,BARRANQUILLA,512,20210122,Leve
3346,MAGDALENA,1,20201010,
3347,CUNDINAMARCA,13,20210412,Fallecido
3348,BOGOTA,73,20200727,Fallecido
3349,AMAZONAS,9,20211222,Leve
3350,VAUPES,1,20220213,Leve
3351,TOLIMA,1,20220221,Moderado
3352,ATLANTICO,1,20211203,Fallecido
3353,NARIÑO,15,20211110,Leve
3354,QUINDIO,1,20220217,Fallecido
3355,TOLIMA,216,20210515,Leve
3356,META,4,20201004,Fallecido
3357,HUILA,71,20220104,Leve
3358,VALLE,6,20220126,
3359,ARAUCA,25,20210411,Leve
3360,CHOCO,39,20210110,Leve
3361,CALDAS,4,20210407,
3362,META,1,20210627,
3363,VICHADA,7,20210531,Leve
3364,CASANARE,30,20220110,Leve
3365,CORDOBA,244,20200911,Leve
3366,ATLANTICO,1,20210912,Fallecido
3367,ANTIOQUIA,849,20210719,Leve
3368,ANTIOQUIA,456,20211207,Leve
3369,MAGDALENA,62,20200829,Leve
3370,CARTAGENA,135,20211230,Leve
3371,PUTUMAYO,1,20220209,Fallecido
3372,BARRANQUILLA,213,20211123,Leve
3373,QUINDIO,26,20210816,Leve
3374,NORTE SANTANDER,2,20210114,leve
3375,ANTIOQUIA,3,20201018,
3376,CAUCA,29,20200714,Leve
3377,CAQUETA,29,20210119,Leve
3378,CAQUETA,1,20210726,Fallecido
3379,CALDAS,2,20220124,Grave
3380,META,3,20220130,Moderado
3381,META,2,20210728,
3382,AMAZONAS,3,20210131,Leve
3383,GUAVIARE,3,20220219,Leve
3384,TOLIMA,202,20200817,Leve
3385,CORDOBA,7,20210214,Fallecido
3386,CAQUETA,23,20210205,Leve
3387,CAUCA,1,20210416,
3388,ANTIOQUIA,"1,821",20201226,Leve
3389,ANTIOQUIA,"2,605",20201010,Leve
3390,META,69,20201211,Leve
3391,SANTANDER,29,20200703,Leve
3392,NORTE SANTANDER,5,20220206,Moderado
3393,RISARALDA,72,20200729,Leve
3394,PUTUMAYO,13,20211111,Leve
3395,CUNDINAMARCA,12,20201126,Fallecido
3396,PUTUMAYO,1,20210606,leve
3397,SUCRE,1,20200808,
3398,CESAR,16,20210516,Fallecido
3399,BOGOTA,474,20200528,Leve
3400,CHOCO,1,20210623,
3401,TOLIMA,1,20210607,
3402,RISARALDA,238,20210427,Leve
3403,BOGOTA,13,20210708,
3404,CORDOBA,5,20210525,
3405,NARIÑO,383,20210527,Leve
3406,SUCRE,7,20211123,Leve
3407,CASANARE,5,20210608,Fallecido
3408,CASANARE,1,20200820,Fallecido
3409,CALDAS,3,20210129,
3410,BOYACA,4,20201009,
3411,STA MARTA D.E.,82,20200827,Leve
3412,NARIÑO,194,20210501,Leve
3413,NORTE SANTANDER,206,20210123,Leve
3414,BOLIVAR,169,20220116,Leve
3415,CASANARE,9,20211030,Leve
3416,BARRANQUILLA,74,20210425,Fallecido
3417,CORDOBA,25,20210626,Fallecido
3418,HUILA,1,20201015,
3419,BOGOTA,17,20210509,
3420,TOLIMA,4,20220112,Moderado
3421,CALDAS,1,20200826,
3422,CUNDINAMARCA,112,20200713,Leve
3423,STA MARTA D.E.,8,20210612,Fallecido
3424,CUNDINAMARCA,8,20201104,Fallecido
3425,CAUCA,3,20200821,
3426,GUAJIRA,1,20210319,
3427,QUINDIO,60,20210803,Leve
3428,HUILA,1,20210607,
3429,BOLIVAR,1,20200612,Fallecido
3430,AMAZONAS,7,20200706,Fallecido
3431,QUINDIO,2,20220121,
3432,CAQUETA,17,20210210,Leve
3433,BOLIVAR,48,20210412,Leve
3434,QUINDIO,33,20211202,Leve
3435,SANTANDER,115,20211229,Leve
3436,BOYACA,12,20210102,Fallecido
3437,TOLIMA,34,20210305,Leve
3438,ARAUCA,5,20210925,Leve
3439,CESAR,48,20210221,Leve
3440,ATLANTICO,1,20201219,
3441,NARIÑO,14,20200806,Fallecido
3442,HUILA,7,20211208,Leve
3443,BOLIVAR,1,20200707,Fallecido
3444,ANTIOQUIA,52,20200802,Fallecido
3445,AMAZONAS,8,20201229,Leve
3446,META,204,20210726,Leve
3447,ANTIOQUIA,396,20210928,Leve
3448,SANTANDER,"1,188",20210709,Leve
3449,RISARALDA,5,20220123,
3450,VALLE,1,20200330,
3451,ANTIOQUIA,53,20210628,Fallecido
3452,HUILA,1,20200707,Leve
3453,ANTIOQUIA,64,20200607,Leve
3454,VAUPES,7,20200917,Leve
3455,NORTE SANTANDER,172,20200810,Leve
3456,ATLANTICO,1,20201116,Fallecido
3457,ARAUCA,1,20220112,Moderado
3458,META,3,20220113,Fallecido
3459,STA MARTA D.E.,52,20220218,Leve
3460,ANTIOQUIA,4,20201202,
3461,RISARALDA,1,20210705,leve
3462,ANTIOQUIA,5,20210913,Fallecido
3463,CAUCA,232,20200908,Leve
3464,ANTIOQUIA,12,20210117,
3465,TOLIMA,73,20210321,Leve
3466,MAGDALENA,15,20210104,Leve
3467,CASANARE,2,20210128,Fallecido
3468,CAQUETA,37,20210702,Leve
3469,BOGOTA,86,20210718,Fallecido
3470,CORDOBA,19,20220216,Leve
3471,SUCRE,283,20210514,Leve
3472,ANTIOQUIA,1,20210226,
3473,CALDAS,4,20210102,
3474,NARIÑO,17,20211220,Leve
3475,BOGOTA,9,20210515,
3476,BOYACA,7,20210414,Fallecido
3477,CORDOBA,9,20200819,Fallecido
3478,META,52,20210503,Leve
3479,CAQUETA,1,20210113,
3480,CORDOBA,70,20210503,Leve
3481,STA MARTA D.E.,70,20200917,Leve
3482,BOYACA,3,20210221,Fallecido
3483,ARAUCA,28,20210429,Leve
3484,NARIÑO,122,20210726,Leve
3485,VAUPES,1,20200909,
3486,BOYACA,52,20210807,Leve
3487,CUNDINAMARCA,2,20210313,Fallecido
3488,ANTIOQUIA,75,20200803,Fallecido
3489,BOGOTA,"3,226",20210412,Leve
3490,CAQUETA,1,20220210,Fallecido
3491,PUTUMAYO,18,20220206,Leve
3492,CARTAGENA,2,20210422,
3493,BARRANQUILLA,52,20200918,Leve
3494,VALLE,494,20210517,Leve
3495,AMAZONAS,12,20210308,Leve
3496,TOLIMA,1,20210901,Fallecido
3497,QUINDIO,3,20210624,Fallecido
3498,MAGDALENA,2,20200512,Fallecido
3499,SANTANDER,1,20210213,leve
3500,VALLE,15,20200716,Fallecido
3501,CASANARE,2,20210613,
3502,CALDAS,25,20220216,Leve
3503,AMAZONAS,2,20201203,Leve
3504,SANTANDER,4,20220206,Grave
3505,SUCRE,11,20200903,Fallecido
3506,BOLIVAR,3,20200915,Fallecido
3507,BARRANQUILLA,489,20200705,Leve
3508,SUCRE,211,20200803,Leve
3509,GUAJIRA,1,20200418,Fallecido
3510,VAUPES,1,20220119,Fallecido
3511,CASANARE,99,20210105,Leve
3512,NARIÑO,1,20220112,Grave
3513,CESAR,84,20200729,Leve
3514,SANTANDER,22,20201218,Fallecido
3515,CASANARE,12,20200811,Leve
3516,MAGDALENA,104,20210225,Leve
3517,SUCRE,1,20210131,Fallecido
3518,PUTUMAYO,12,20210319,Leve
3519,VAUPES,2,20220114,Leve
3520,GUAJIRA,81,20210318,Leve
3521,CORDOBA,2,20210207,
3522,HUILA,17,20210705,Fallecido
3523,CESAR,1,20200605,
3524,QUINDIO,2,20201031,Fallecido
3525,BARRANQUILLA,12,20200426,Leve
3526,TOLIMA,1,20201101,
3527,ATLANTICO,736,20210402,Leve
3528,RISARALDA,1,20200808,Fallecido
3529,CESAR,77,20210101,Leve
3530,QUINDIO,2,20210710,
3531,META,1,20210314,Fallecido
3532,CALDAS,1,20200825,
3533,GUAJIRA,188,20210514,Leve
3534,BOGOTA,"4,401",20200814,Leve
3535,QUINDIO,1,20220110,Moderado
3536,CAUCA,1,20220101,Moderado
3537,ATLANTICO,47,20200525,Leve
3538,STA MARTA D.E.,1,20210822,Fallecido
3539,CUNDINAMARCA,43,20210311,leve
3540,HUILA,11,20210106,Fallecido
3541,ATLANTICO,2,20210616,
3542,ANTIOQUIA,25,20220109,Fallecido
3543,BARRANQUILLA,13,20210529,Fallecido
3544,CALDAS,7,20211117,Leve
3545,NORTE SANTANDER,4,20210719,
3546,CALDAS,11,20201129,Fallecido
3547,STA MARTA D.E.,2,20200607,Leve
3548,GUAJIRA,27,20210824,Leve
3549,RISARALDA,262,20210416,Leve
3550,VALLE,6,20200619,
3551,META,28,20210611,Fallecido
3552,GUAINIA,11,20210430,Leve
3553,CHOCO,6,20210426,Leve
3554,BOLIVAR,5,20210818,leve
3555,ATLANTICO,54,20200912,Leve
3556,SANTANDER,150,20210811,Leve
3557,SUCRE,127,20200704,Leve
3558,ATLANTICO,48,20210215,Leve
3559,BOGOTA,365,20200609,Leve
3560,PUTUMAYO,1,20210822,
3561,VAUPES,20,20210507,Leve
3562,MAGDALENA,7,20210623,Fallecido
3563,CUNDINAMARCA,4,20220122,Fallecido
3564,CASANARE,152,20220209,Leve
3565,GUAJIRA,1,20211109,Fallecido
3566,RISARALDA,13,20211002,Leve
3567,CALDAS,3,20201111,
3568,STA MARTA D.E.,52,20210807,leve
3569,BOGOTA,185,20211030,Leve
3570,CORDOBA,5,20201014,Fallecido
3571,BOGOTA,"15,262",20210624,Leve
3572,BOGOTA,52,20200713,Fallecido
3573,HUILA,10,20210201,Fallecido
3574,CALDAS,3,20200722,Fallecido
3575,RISARALDA,444,20210703,Leve
3576,VALLE,2,20210927,Fallecido
3577,BOLIVAR,1,20210610,
3578,TOLIMA,2,20200821,
3579,CARTAGENA,2,20200503,Fallecido
3580,CAUCA,836,20220118,Leve
3581,GUAVIARE,3,20210213,Leve
3582,BOGOTA,17,20200908,
3583,TOLIMA,27,20211229,Leve
3584,BOLIVAR,87,20210416,Leve
3585,PUTUMAYO,21,20210321,Leve
3586,CORDOBA,58,20200618,Leve
3587,ARAUCA,6,20210907,Leve
3588,CAUCA,88,20200911,Leve
3589,CUNDINAMARCA,1,20220109,
3590,ANTIOQUIA,1,20210819,
3591,BOGOTA,79,20210524,Fallecido
3592,STA MARTA D.E.,73,20200809,Leve
3593,GUAINIA,5,20220208,Leve
3594,VICHADA,1,20210908,Leve
3595,BOGOTA,"6,962",20210715,Leve
3596,QUINDIO,2,20210720,Fallecido
3597,SANTANDER,557,20210506,Leve
3598,CARTAGENA,2,20200810,Fallecido
3599,GUAJIRA,106,20210707,Leve
3600,CESAR,15,20210913,Leve
3601,TOLIMA,13,20201206,Fallecido
3602,CESAR,47,20211130,Leve
3603,BOGOTA,32,20220124,Moderado
3604,VICHADA,2,20210504,Leve
3605,CUNDINAMARCA,398,20210728,Leve
3606,NARIÑO,2,20210627,
3607,AMAZONAS,1,20210711,Fallecido
3608,AMAZONAS,7,20210104,Leve
3609,CHOCO,3,20211220,Leve
3610,RISARALDA,2,20210309,Fallecido
3611,SAN ANDRES,199,20220124,Leve
3612,STA MARTA D.E.,1,20211126,Fallecido
3613,AMAZONAS,2,20210802,Leve
3614,BOLIVAR,3,20210527,
3615,BOGOTA,2,20211123,Fallecido
3616,GUAVIARE,11,20201023,Leve
3617,MAGDALENA,21,20200901,Leve
3618,GUAJIRA,3,20210223,Leve
3619,NARIÑO,"1,337",20210106,Leve
3620,STA MARTA D.E.,332,20210615,Leve
3621,TOLIMA,1,20210708,
3622,CORDOBA,87,20210313,Leve
3623,AMAZONAS,4,20210501,Leve
3624,VALLE,381,20200913,Leve
3625,CESAR,156,20200920,Leve
3626,HUILA,6,20200401,Leve
3627,SUCRE,8,20210428,Fallecido
3628,NORTE SANTANDER,7,20210108,
3629,STA MARTA D.E.,60,20200910,Leve
3630,META,2,20210705,
3631,STA MARTA D.E.,93,20220106,Leve
3632,META,43,20220224,Leve
3633,CHOCO,1,20220106,
3634,BOYACA,3,20200518,Leve
3635,BOGOTA,5,20200424,Fallecido
3636,QUINDIO,7,20210513,Fallecido
3637,BOYACA,18,20200719,Leve
3638,CARTAGENA,4,20210402,Fallecido
3639,BOGOTA,"1,104",20210221,Leve
3640,MAGDALENA,57,20210702,Leve
3641,BARRANQUILLA,169,20210227,Leve
3642,ANTIOQUIA,"2,589",20210406,Leve
3643,BARRANQUILLA,65,20210330,Fallecido
3644,BARRANQUILLA,295,20200729,Leve
3645,QUINDIO,21,20211128,leve
3646,ANTIOQUIA,21,20210313,Fallecido
3647,SANTANDER,"2,066",20210619,Leve
3648,ANTIOQUIA,35,20201021,Fallecido
3649,BOGOTA,"5,960",20210108,Leve
3650,META,126,20201213,Leve
3651,BOYACA,6,20200715,Leve
3652,ARAUCA,12,20220215,Leve
3653,MAGDALENA,13,20200514,Leve
3654,BOYACA,1,20210721,
3655,BOGOTA,10,20220217,Fallecido
3656,GUAJIRA,2,20201120,Fallecido
3657,TOLIMA,1,20200426,Leve
3658,ANTIOQUIA,"1,911",20201011,Leve
3659,NORTE SANTANDER,17,20201124,Fallecido
3660,CORDOBA,125,20210105,Leve
3661,CORDOBA,7,20210424,Fallecido
3662,CAQUETA,2,20210815,Fallecido
3663,CAUCA,1,20200725,Fallecido
3664,STA MARTA D.E.,2,20210418,
3665,PUTUMAYO,2,20210602,Fallecido
3666,VALLE,47,20210513,Fallecido
3667,BARRANQUILLA,3,20210719,Fallecido
3668,BOLIVAR,1,20210916,
3669,NARIÑO,2,20210807,
3670,VALLE,3,20200507,Fallecido
3671,CASANARE,174,20210705,Leve
3672,TOLIMA,560,20201209,Leve
3673,BOYACA,3,20200830,Fallecido
3674,NORTE SANTANDER,83,20210401,Leve
3675,BOLIVAR,3,20200913,Fallecido
3676,SUCRE,186,20200719,Leve
3677,CESAR,11,20210106,Fallecido
3678,BARRANQUILLA,1,20200805,
3679,CAUCA,1,20210311,
3680,CAQUETA,163,20200817,Leve
3681,ATLANTICO,81,20210916,Leve
3682,RISARALDA,3,20201017,
3683,CALDAS,27,20200813,Leve
3684,SANTANDER,2,20210320,Fallecido
3685,CESAR,1,20201008,
3686,CALDAS,1,20200327,Leve
3687,CESAR,204,20200821,Leve
3688,GUAVIARE,6,20210428,Leve
3689,SUCRE,3,20210610,leve
3690,CAUCA,21,20210307,Leve
3691,CALDAS,137,20210403,Leve
3692,HUILA,2,20200526,Leve
3693,GUAINIA,2,20201128,Leve
3694,CUNDINAMARCA,5,20210426,
3695,VALLE,74,20210604,Fallecido
3696,SUCRE,28,20200716,Fallecido
3697,BOLIVAR,11,20201028,Leve
3698,STA MARTA D.E.,1,20210323,
3699,CESAR,243,20200906,Leve
3700,SUCRE,6,20211127,Leve
3701,NORTE SANTANDER,9,20200822,
3702,ARAUCA,13,20211230,Leve
3703,CORDOBA,648,20210518,Leve
3704,BOGOTA,7,20200512,Fallecido
3705,RISARALDA,358,20201008,Leve
3706,GUAINIA,3,20210705,Leve
3707,MAGDALENA,1,20220125,Fallecido
3708,ANTIOQUIA,1,20200612,
3709,ATLANTICO,4,20200505,Fallecido
3710,VALLE,29,20220201,Fallecido
3711,ANTIOQUIA,6,20210317,
3712,NORTE SANTANDER,2,20210731,Fallecido
3713,CARTAGENA,2,20210201,Fallecido
3714,ARAUCA,3,20201124,Fallecido
3715,CALDAS,3,20210516,Fallecido
3716,CORDOBA,188,20210404,Leve
3717,RISARALDA,192,20201208,Leve
3718,CAQUETA,3,20211021,Leve
3719,BOGOTA,2,20210315,
3720,ANTIOQUIA,817,20210222,Leve
3721,META,8,20200829,Fallecido
3722,NORTE SANTANDER,53,20210217,Leve
3723,HUILA,1,20210329,Fallecido
3724,ATLANTICO,5,20210109,Fallecido
3725,NORTE SANTANDER,2,20200914,Fallecido
3726,CAUCA,13,20210920,Leve
3727,CARTAGENA,220,20210118,Leve
3728,CESAR,15,20210526,Fallecido
3729,GUAJIRA,35,20201020,Leve
3730,ANTIOQUIA,36,20201127,Fallecido
3731,BOGOTA,10,20210524,leve
3732,CASANARE,4,20210306,Fallecido
3733,META,2,20210808,Fallecido
3734,VALLE,"2,311",20210709,Leve
3735,BOGOTA,6,20201225,
3736,SANTANDER,6,20201124,Fallecido
3737,TOLIMA,43,20210307,Leve
3738,CHOCO,9,20220212,Leve
3739,MAGDALENA,1,20210628,Fallecido
3740,VALLE,5,20200413,Leve
3741,ATLANTICO,410,20210320,Leve
3742,BARRANQUILLA,4,20210627,
3743,CAQUETA,4,20200926,
3744,CHOCO,8,20211001,Leve
3745,STA MARTA D.E.,1,20201203,
3746,SAN ANDRES,10,20211202,Leve
3747,CHOCO,27,20220222,Leve
3748,BOYACA,2,20211017,Fallecido
3749,BOYACA,147,20201008,Leve
3750,CARTAGENA,4,20210505,
3751,BOLIVAR,4,20201108,Leve
3752,CHOCO,86,20210202,Leve
3753,BOLIVAR,26,20200909,Leve
3754,BOYACA,182,20201121,Leve
3755,QUINDIO,2,20211230,Fallecido
3756,GUAJIRA,26,20210709,Leve
3757,NORTE SANTANDER,212,20211120,Leve
3758,VALLE,241,20200711,Leve
3759,HUILA,335,20210124,Leve
3760,ANTIOQUIA,3,20201107,
3761,CUNDINAMARCA,2,20200603,
3762,CASANARE,2,20201130,Fallecido
3763,BOGOTA,"1,494",20200627,Leve
3764,BOGOTA,303,20210910,Leve
3765,ATLANTICO,59,20210222,Leve
3766,CHOCO,150,20210525,Leve
3767,BARRANQUILLA,835,20200626,Leve
3768,VALLE,5,20210311,
3769,CESAR,316,20210704,Leve
3770,BARRANQUILLA,6,20211008,Fallecido
3771,HUILA,1,20201017,
3772,CUNDINAMARCA,1,20211109,
3773,BOLIVAR,48,20210401,Leve
3774,CAQUETA,2,20201118,Fallecido
3775,CHOCO,1,20200519,Fallecido
3776,CUNDINAMARCA,22,20220128,Moderado
3777,MAGDALENA,16,20210918,Leve
3778,HUILA,10,20201115,Fallecido
3779,BOYACA,1,20201001,
3780,CASANARE,2,20201030,Fallecido
3781,BARRANQUILLA,82,20211213,Leve
3782,CHOCO,11,20201217,Leve
3783,BOLIVAR,1,20210405,Fallecido
3784,CHOCO,90,20210502,Leve
3785,AMAZONAS,10,20201225,Leve
3786,SUCRE,1,20200919,
3787,RISARALDA,63,20210127,leve
3788,NARIÑO,106,20210315,Leve
3789,TOLIMA,493,20210623,Leve
3790,BARRANQUILLA,1,20200824,Fallecido
3791,CORDOBA,40,20200630,Leve
3792,HUILA,211,20220208,Leve
3793,MAGDALENA,1,20210906,Fallecido
3794,SUCRE,9,20210605,Fallecido
3795,MAGDALENA,78,20200903,Leve
3796,ANTIOQUIA,541,20210215,Leve
3797,MAGDALENA,2,20200602,
3798,STA MARTA D.E.,4,20200729,Fallecido
3799,CUNDINAMARCA,1,20201123,
3800,NARIÑO,64,20210808,Leve
3801,CHOCO,1,20200930,Leve
3802,SANTANDER,388,20201220,Leve
3803,SUCRE,13,20201125,Leve
3804,META,130,20210731,Leve
3805,CUNDINAMARCA,446,20210726,Leve
3806,ANTIOQUIA,4,20210130,
3807,BOGOTA,56,20200821,Fallecido
3808,ARAUCA,5,20210218,Leve
3809,ARAUCA,1,20211204,Fallecido
3810,HUILA,34,20210830,Leve
3811,BOLIVAR,5,20210528,Fallecido
3812,BOGOTA,"4,828",20201230,Leve
3813,QUINDIO,25,20211217,Leve
3814,CESAR,5,20210401,Fallecido
3815,CESAR,227,20210719,Leve
3816,CUNDINAMARCA,1,20200529,Fallecido
3817,ATLANTICO,409,20220127,Leve
3818,CAQUETA,3,20210624,Fallecido
3819,SANTANDER,6,20200716,Fallecido
3820,BOYACA,12,20211003,Leve
3821,QUINDIO,1,20200428,Leve
3822,BARRANQUILLA,3,20211019,Fallecido
3823,ARAUCA,1,20210214,Fallecido
3824,MAGDALENA,25,20220205,Leve
3825,CESAR,1,20201101,
3826,QUINDIO,141,20201011,Leve
3827,CORDOBA,1,20210720,
3828,STA MARTA D.E.,6,20210320,Fallecido
3829,CASANARE,138,20210718,Leve
3830,BOGOTA,15,20210621,
3831,CORDOBA,422,20210430,Leve
3832,GUAINIA,10,20210618,Leve
3833,MAGDALENA,8,20200816,Fallecido
3834,TOLIMA,158,20220124,Leve
3835,ANTIOQUIA,58,20201028,Fallecido
3836,TOLIMA,25,20220209,Moderado
3837,CORDOBA,1,20200525,Leve
3838,CASANARE,3,20200624,Leve
3839,BARRANQUILLA,1,20211019,
3840,CAQUETA,5,20211002,Leve
3841,RISARALDA,52,20220220,Leve
3842,BOLIVAR,3,20220118,
3843,META,1,20200524,Leve
3844,GUAVIARE,33,20210516,Leve
3845,CHOCO,45,20210108,Leve
3846,NORTE SANTANDER,1,20200422,Leve
3847,CUNDINAMARCA,1,20200617,Fallecido
3848,CUNDINAMARCA,105,20211230,Leve
3849,GUAJIRA,1,20210425,
3850,VALLE,669,20210104,Leve
3851,QUINDIO,134,20220208,Leve
3852,BOYACA,2,20201005,
3853,GUAVIARE,3,20210126,leve
3854,CUNDINAMARCA,1,20200617,
3855,ARAUCA,58,20210512,Leve
3856,VAUPES,5,20201227,Leve
3857,BOGOTA,91,20210526,Fallecido
3858,SUCRE,7,20210921,Leve
3859,VICHADA,8,20210519,Leve
3860,GUAVIARE,1,20210604,
3861,CORDOBA,21,20220225,Leve
3862,PUTUMAYO,2,20210728,Fallecido
3863,GUAINIA,1,20201210,Leve
3864,NARIÑO,1,20210110,
3865,HUILA,16,20210923,Leve
3866,NORTE SANTANDER,43,20210304,Leve
3867,MAGDALENA,1,20211016,Fallecido
3868,MAGDALENA,1,20210502,Fallecido
3869,CAQUETA,76,20201021,Leve
3870,AMAZONAS,2,20211025,Leve
3871,QUINDIO,440,20220118,Leve
3872,CUNDINAMARCA,1,20210726,
3873,SANTANDER,2,20210427,
3874,BARRANQUILLA,7,20210420,
3875,STA MARTA D.E.,1,20210206,
3876,NARIÑO,3,20210620,
3877,BOYACA,39,20210809,Leve
3878,BARRANQUILLA,6,20220131,Fallecido
3879,CUNDINAMARCA,8,20220216,Moderado
3880,BARRANQUILLA,5,20210623,Fallecido
3881,META,8,20211021,Leve
3882,CESAR,478,20210611,Leve
3883,BOGOTA,"2,918",20200730,Leve
3884,STA MARTA D.E.,33,20201003,Leve
3885,BOYACA,1,20200805,
3886,MAGDALENA,1,20220118,Fallecido
3887,TOLIMA,198,20201202,Leve
3888,SANTANDER,2,20210120,
3889,QUINDIO,1,20200602,Leve
3890,GUAJIRA,3,20210105,Fallecido
3891,GUAVIARE,1,20210513,
3892,SUCRE,1,20200722,
3893,QUINDIO,1,20201211,
3894,ATLANTICO,1,20210930,Fallecido
3895,PUTUMAYO,1,20211001,Fallecido
3896,PUTUMAYO,17,20201119,Leve
3897,SUCRE,34,20201218,Leve
3898,NORTE SANTANDER,14,20220210,Fallecido
3899,HUILA,1,20201214,
3900,SAN ANDRES,15,20201031,Leve
3901,QUINDIO,1,20200725,Fallecido
3902,CORDOBA,1,20200929,Fallecido
3903,BARRANQUILLA,99,20210924,leve
3904,MAGDALENA,2,20211215,Fallecido
3905,PUTUMAYO,1,20210327,
3906,CASANARE,1,20211009,Fallecido
3907,META,21,20200628,Leve
3908,CALDAS,1,20201205,
3909,BOGOTA,24,20210212,Fallecido
3910,NORTE SANTANDER,290,20210710,Leve
3911,CAQUETA,1,20201019,
3912,HUILA,12,20201118,Fallecido
3913,STA MARTA D.E.,262,20220125,Leve
3914,NORTE SANTANDER,11,20210429,Fallecido
3915,ARAUCA,3,20210801,Fallecido
3916,RISARALDA,22,20210301,leve
3917,VALLE,775,20201222,Leve
3918,BOLIVAR,2,20210517,Fallecido
3919,PUTUMAYO,3,20200726,Fallecido
3920,HUILA,2,20200607,Leve
3921,ANTIOQUIA,15,20211116,Fallecido
3922,CORDOBA,2,20210322,
3923,NORTE SANTANDER,55,20211008,Leve
3924,GUAJIRA,76,20200727,Leve
3925,VALLE,15,20210801,Fallecido
3926,META,1,20210707,
